PERMNO,DATE,n,RET,b_mkt,alpha,ivol,tvol,R2,exret,TICKER
14593,07OCT2019,252,0.0220%,1.4498,0.0001,1.2459%,2.0262%,62.1932%,0.6103%,AAPL
14593,04OCT2019,252,2.8032%,1.4520,0.0001,1.2456%,2.0293%,62.3260%,0.7820%,AAPL
14593,03OCT2019,252,0.8495%,1.4490,0.0001,1.2460%,2.0231%,62.0709%,-0.3168%,AAPL
14593,01OCT2019,252,0.2768%,1.4492,0.0002,1.2483%,2.0173%,61.7118%,2.1807%,AAPL
14593,30SEP2019,252,2.3535%,1.4587,0.0001,1.2410%,2.0174%,62.1570%,1.6158%,AAPL
14593,27SEP2019,252,-0.4866%,1.4575,0.0001,1.2412%,2.0161%,62.0968%,0.4087%,AAPL
14593,25SEP2019,252,1.5390%,1.4586,0.0001,1.2418%,2.0166%,62.0792%,0.5257%,AAPL
14593,24SEP2019,252,-0.4755%,1.4554,0.0002,1.2470%,2.0163%,61.7517%,0.9892%,AAPL
14593,23SEP2019,252,0.4547%,1.4592,0.0001,1.2468%,2.0172%,61.8004%,0.4749%,AAPL
14593,20SEP2019,252,-1.4618%,1.4582,0.0000,1.2466%,2.0176%,61.8213%,-0.7715%,AAPL
14593,19SEP2019,252,-0.8125%,1.4569,0.0001,1.2457%,2.0154%,61.7972%,-0.7487%,AAPL
14593,18SEP2019,252,0.9379%,1.4555,0.0001,1.2455%,2.0147%,61.7817%,1.0019%,AAPL
14593,17SEP2019,252,0.3638%,1.4597,-0.0000,1.2482%,2.0210%,61.8563%,0.1067%,AAPL
14593,13SEP2019,252,-1.9432%,1.4624,-0.0000,1.2547%,2.0276%,61.7107%,-1.9376%,AAPL
14593,12SEP2019,252,-0.2259%,1.4622,-0.0000,1.2514%,2.0254%,61.8278%,-0.5571%,AAPL
14593,11SEP2019,252,3.1795%,1.4650,0.0001,1.2571%,2.0314%,61.7086%,1.8873%,AAPL
14593,09SEP2019,252,0.4267%,1.4581,-0.0001,1.2550%,2.0228%,61.5070%,0.3009%,AAPL
14593,06SEP2019,252,-0.0094%,1.4595,-0.0002,1.2565%,2.0254%,61.5144%,0.0108%,AAPL
14593,05SEP2019,252,1.9552%,1.4596,-0.0002,1.2565%,2.0258%,61.5301%,-0.1269%,AAPL
14593,03SEP2019,252,-1.4564%,1.4598,-0.0001,1.2586%,2.0206%,61.2047%,-0.1977%,AAPL
14593,30AUG2019,252,-0.1292%,1.4571,-0.0001,1.2622%,2.0194%,60.9353%,-0.1799%,AAPL
14593,29AUG2019,252,1.6932%,1.4584,-0.0000,1.2628%,2.0216%,60.9782%,-0.2844%,AAPL
14593,28AUG2019,252,0.6710%,1.4597,0.0000,1.2637%,2.0194%,60.8370%,-0.3286%,AAPL
14593,27AUG2019,252,-1.1284%,1.4598,0.0000,1.2637%,2.0196%,60.8495%,-0.4648%,AAPL
14593,26AUG2019,252,1.8999%,1.4578,0.0000,1.2639%,2.0184%,60.7897%,0.3201%,AAPL
14593,23AUG2019,252,-4.6220%,1.4563,0.0000,1.2641%,2.0149%,60.6410%,-0.7742%,AAPL
14593,21AUG2019,252,1.0839%,1.4484,0.0000,1.2639%,1.9936%,59.8077%,-0.1537%,AAPL
14593,20AUG2019,252,0.0048%,1.4477,-0.0000,1.2667%,1.9935%,59.6225%,1.0869%,AAPL
14593,19AUG2019,252,1.8644%,1.4522,-0.0000,1.2687%,1.9974%,59.6569%,0.2021%,AAPL
14593,15AUG2019,252,-0.4981%,1.4465,0.0001,1.2724%,1.9906%,59.1437%,-0.7364%,AAPL
14593,14AUG2019,252,-2.9765%,1.4455,0.0001,1.2721%,1.9905%,59.1605%,1.3148%,AAPL
14593,13AUG2019,252,4.2348%,1.4571,0.0001,1.2721%,1.9819%,58.8027%,2.1044%,AAPL
14593,09AUG2019,252,-0.8209%,1.4525,-0.0000,1.2626%,1.9646%,58.6989%,0.3057%,AAPL
14593,08AUG2019,252,2.2056%,1.4533,-0.0000,1.2625%,1.9639%,58.6776%,-0.6713%,AAPL
14593,07AUG2019,252,1.0355%,1.4568,-0.0001,1.2647%,1.9599%,58.3628%,0.9266%,AAPL
14593,06AUG2019,252,1.8930%,1.4563,-0.0001,1.2633%,1.9591%,58.4168%,0.0078%,AAPL
14593,05AUG2019,252,-5.2348%,1.4560,-0.0001,1.2634%,1.9556%,58.2624%,-0.7847%,AAPL
14593,02AUG2019,252,-2.1158%,1.4518,-0.0000,1.2684%,1.9360%,57.0773%,-0.8654%,AAPL
14593,01AUG2019,252,-2.1639%,1.4453,0.0003,1.3237%,1.9662%,54.6789%,-0.6720%,AAPL
14593,30JUL2019,252,-0.4292%,1.4559,0.0001,1.3042%,1.9576%,55.6177%,-0.1905%,AAPL
14593,29JUL2019,252,0.9339%,1.4574,0.0001,1.3045%,1.9604%,55.7223%,1.3918%,AAPL
14593,26JUL2019,252,0.3478%,1.4593,0.0001,1.3016%,1.9597%,55.8905%,-0.8593%,AAPL
14593,24JUL2019,252,-0.0814%,1.4617,0.0001,1.3007%,1.9602%,55.9660%,-1.0568%,AAPL
14593,23JUL2019,252,0.7818%,1.4643,0.0001,1.2990%,1.9602%,56.0812%,-0.1794%,AAPL
14593,22JUL2019,252,2.2854%,1.4648,0.0002,1.2990%,1.9597%,56.0638%,1.9111%,AAPL
14593,18JUL2019,252,1.1360%,1.4587,0.0001,1.2965%,1.9531%,55.9319%,0.6170%,AAPL
14593,17JUL2019,252,-0.5623%,1.4572,0.0001,1.2963%,1.9520%,55.8991%,0.3618%,AAPL
14593,16JUL2019,252,-0.3460%,1.4581,0.0001,1.2961%,1.9516%,55.8982%,0.1116%,AAPL
14593,15JUL2019,252,0.9395%,1.4582,0.0001,1.2961%,1.9515%,55.8925%,0.9889%,AAPL
14593,12JUL2019,252,0.7683%,1.4599,0.0000,1.2948%,1.9534%,56.0614%,-0.0149%,AAPL
14593,11JUL2019,252,-0.7282%,1.4608,0.0000,1.2950%,1.9547%,56.1119%,-1.0148%,AAPL
14593,10JUL2019,252,0.9889%,1.4611,0.0000,1.2937%,1.9541%,56.1736%,0.3956%,AAPL
14593,08JUL2019,252,-2.0614%,1.4607,0.0000,1.2933%,1.9566%,56.3089%,-1.2258%,AAPL
14593,05JUL2019,252,-0.0881%,1.4562,0.0001,1.2913%,1.9525%,56.2625%,0.0488%,AAPL
14593,03JUL2019,252,0.8287%,1.4583,0.0000,1.2932%,1.9558%,56.2813%,-0.3191%,AAPL
14593,01JUL2019,252,1.8341%,1.4597,0.0000,1.2935%,1.9562%,56.2750%,0.7320%,AAPL
14593,28JUN2019,252,-0.9112%,1.4574,-0.0000,1.2927%,1.9534%,56.2057%,-1.9108%,AAPL
14593,27JUN2019,252,-0.0300%,1.4568,0.0001,1.2898%,1.9525%,56.3635%,-0.9149%,AAPL
14593,25JUN2019,252,-1.5158%,1.4566,0.0001,1.2825%,1.9518%,56.8254%,-0.0979%,AAPL
14593,24JUN2019,252,-0.1006%,1.4560,0.0001,1.2828%,1.9494%,56.6979%,0.3851%,AAPL
14593,21JUN2019,252,-0.3409%,1.4551,0.0001,1.2829%,1.9498%,56.7032%,-0.0443%,AAPL
14593,20JUN2019,252,0.8036%,1.4551,0.0001,1.2830%,1.9497%,56.7026%,-0.5036%,AAPL
14593,19JUN2019,252,-0.2923%,1.4586,0.0001,1.2843%,1.9520%,56.7076%,-0.7683%,AAPL
14593,18JUN2019,252,2.3518%,1.4595,0.0001,1.2834%,1.9519%,56.7659%,0.8281%,AAPL
14593,17JUN2019,252,0.5967%,1.4565,0.0001,1.2837%,1.9476%,56.5545%,0.3693%,AAPL
14593,13JUN2019,252,-0.0206%,1.4560,0.0000,1.2837%,1.9474%,56.5474%,-0.7877%,AAPL
14593,12JUN2019,252,-0.3183%,1.4578,0.0001,1.2828%,1.9477%,56.6211%,-0.0357%,AAPL
14593,11JUN2019,252,1.1580%,1.4576,0.0000,1.2831%,1.9476%,56.5996%,1.3238%,AAPL
14593,07JUN2019,252,2.6617%,1.4557,-0.0001,1.2829%,1.9457%,56.5268%,1.1468%,AAPL
14593,06JUN2019,252,1.4682%,1.4480,-0.0002,1.2820%,1.9386%,56.2650%,0.6634%,AAPL
14593,05JUN2019,252,1.6143%,1.4469,-0.0002,1.2818%,1.9370%,56.2101%,0.5935%,AAPL
14593,03JUN2019,252,-1.0110%,1.4439,-0.0002,1.2812%,1.9246%,55.6825%,-0.4435%,AAPL
14593,31MAY2019,252,-1.8116%,1.4413,-0.0001,1.2817%,1.9237%,55.6085%,0.1403%,AAPL
14593,30MAY2019,252,0.5187%,1.4313,-0.0002,1.2884%,1.9203%,54.9877%,0.3100%,AAPL
14593,29MAY2019,252,-0.4769%,1.4264,-0.0002,1.2901%,1.9202%,54.8558%,0.5276%,AAPL
14593,28MAY2019,252,-0.4135%,1.4275,-0.0002,1.2901%,1.9200%,54.8478%,0.6927%,AAPL
14593,24MAY2019,252,-0.3841%,1.4297,-0.0002,1.2894%,1.9198%,54.8929%,-0.7221%,AAPL
14593,23MAY2019,252,-1.7070%,1.4306,-0.0002,1.2887%,1.9201%,54.9522%,0.2450%,AAPL
14593,21MAY2019,252,1.9171%,1.4280,-0.0001,1.2856%,1.9131%,54.8420%,0.6249%,AAPL
14593,20MAY2019,252,-3.1270%,1.4258,-0.0002,1.2850%,1.9095%,54.7163%,-2.2131%,AAPL
14593,17MAY2019,252,-0.5682%,1.4198,-0.0001,1.2781%,1.8996%,54.7282%,0.4606%,AAPL
14593,15MAY2019,252,1.1979%,1.4283,-0.0000,1.2732%,1.9008%,55.1344%,0.3468%,AAPL
14593,14MAY2019,252,1.5830%,1.4274,-0.0001,1.2731%,1.8994%,55.0732%,0.2479%,AAPL
14593,13MAY2019,252,-5.8119%,1.4260,-0.0001,1.2737%,1.8970%,54.9206%,-2.0722%,AAPL
14593,09MAY2019,252,-1.0744%,1.4046,0.0000,1.2622%,1.8612%,54.0112%,-0.6904%,AAPL
14593,08MAY2019,252,0.0197%,1.4037,0.0001,1.2616%,1.8600%,53.9931%,0.3196%,AAPL
14593,07MAY2019,252,-2.6957%,1.4042,0.0001,1.2615%,1.8605%,54.0259%,-0.3171%,AAPL
14593,06MAY2019,252,-1.5443%,1.4128,0.0002,1.2681%,1.8681%,53.9226%,-1.0033%,AAPL
14593,03MAY2019,252,1.2431%,1.4103,0.0002,1.2668%,1.8653%,53.8718%,-0.3446%,AAPL
14593,02MAY2019,252,-0.6508%,1.3971,0.0005,1.3094%,1.8837%,51.6789%,-0.4360%,AAPL
14593,01MAY2019,252,4.9086%,1.3983,0.0006,1.3147%,1.8882%,51.5212%,6.0701%,AAPL
14593,29APR2019,252,0.1517%,1.4098,0.0005,1.2683%,1.8642%,53.7147%,-0.1113%,AAPL
14593,26APR2019,252,-0.4774%,1.4058,0.0004,1.2700%,1.8643%,53.5930%,-1.2339%,AAPL
14593,25APR2019,252,-0.9075%,1.4085,0.0005,1.2675%,1.8640%,53.7605%,-0.7207%,AAPL
14593,23APR2019,252,1.4423%,1.4060,0.0005,1.2669%,1.8654%,53.8736%,0.0583%,AAPL
14593,22APR2019,252,0.3287%,1.4166,0.0004,1.2810%,1.8822%,53.6785%,0.1623%,AAPL
14593,18APR2019,252,0.3594%,1.4213,0.0003,1.2884%,1.8911%,53.5871%,0.1931%,AAPL
14593,16APR2019,252,0.0100%,1.4236,0.0002,1.2800%,1.8893%,54.0979%,-0.1848%,AAPL
14593,15APR2019,252,0.1810%,1.4218,0.0002,1.2804%,1.8896%,54.0819%,0.2989%,AAPL
14593,12APR2019,252,-0.0402%,1.4206,0.0002,1.2814%,1.8896%,54.0149%,-0.9747%,AAPL
14593,11APR2019,252,-0.8324%,1.4223,0.0002,1.2800%,1.8905%,54.1603%,-0.8424%,AAPL
14593,10APR2019,252,0.5614%,1.4218,0.0002,1.2789%,1.8899%,54.2119%,-0.1289%,AAPL
14593,09APR2019,252,-0.2999%,1.4173,0.0002,1.2795%,1.8931%,54.3189%,0.6129%,AAPL
14593,08APR2019,252,1.5736%,1.4195,0.0002,1.2794%,1.8938%,54.3591%,1.4504%,AAPL
14593,04APR2019,252,0.1740%,1.4137,0.0002,1.2769%,1.8988%,54.7810%,-0.1048%,AAPL
14593,03APR2019,252,0.6855%,1.4148,0.0002,1.2769%,1.9023%,54.9438%,0.2945%,AAPL
14593,02APR2019,252,1.4537%,1.4109,0.0002,1.2777%,1.9029%,54.9164%,1.5131%,AAPL
14593,29MAR2019,252,0.6518%,1.3863,0.0002,1.2848%,1.9016%,54.3527%,-0.2733%,AAPL
14593,28MAR2019,252,0.1326%,1.3880,0.0002,1.2853%,1.9027%,54.3691%,-0.4318%,AAPL
14593,27MAR2019,252,0.8994%,1.3886,0.0002,1.2850%,1.9099%,54.7348%,1.5913%,AAPL
14593,26MAR2019,252,-1.0332%,1.4018,0.0002,1.2827%,1.9320%,55.9175%,-2.1084%,AAPL
14593,25MAR2019,252,-1.2091%,1.4029,0.0003,1.2762%,1.9366%,56.5726%,-1.1489%,AAPL
14593,22MAR2019,252,-2.0708%,1.3832,0.0004,1.2808%,1.9371%,56.2856%,0.9385%,AAPL
14593,21MAR2019,252,3.6830%,1.3909,0.0003,1.2872%,1.9380%,55.8857%,2.1396%,AAPL
14593,20MAR2019,252,0.8739%,1.3823,0.0002,1.2804%,1.9245%,55.7347%,1.4041%,AAPL
14593,19MAR2019,252,-0.7925%,1.3826,0.0002,1.2776%,1.9263%,56.0128%,-0.6771%,AAPL
14593,18MAR2019,252,1.0209%,1.3817,0.0002,1.2777%,1.9258%,55.9829%,0.3767%,AAPL
14593,15MAR2019,252,1.3008%,1.3808,0.0002,1.2776%,1.9248%,55.9393%,0.6294%,AAPL
14593,13MAR2019,252,0.4422%,1.3807,0.0001,1.2747%,1.9238%,56.0931%,-0.5063%,AAPL
14593,12MAR2019,252,1.1235%,1.3816,0.0001,1.2761%,1.9245%,56.0315%,0.7703%,AAPL
14593,11MAR2019,252,3.4642%,1.3769,0.0001,1.2759%,1.9262%,56.1275%,1.4137%,AAPL
14593,07MAR2019,252,-1.1575%,1.3704,-0.0000,1.2744%,1.9160%,55.7577%,-0.0435%,AAPL
14593,06MAR2019,252,-0.5754%,1.3695,-0.0000,1.2750%,1.9146%,55.6551%,0.5640%,AAPL
14593,05MAR2019,252,-0.1820%,1.3671,-0.0001,1.2764%,1.9143%,55.5461%,0.0413%,AAPL
14593,01MAR2019,252,1.0511%,1.3694,-0.0002,1.2742%,1.9178%,55.8576%,0.0602%,AAPL
14593,28FEB2019,252,-0.9836%,1.3638,-0.0001,1.2770%,1.9167%,55.6077%,-0.5730%,AAPL
14593,27FEB2019,252,0.3098%,1.3568,-0.0000,1.2795%,1.9158%,55.3936%,0.1775%,AAPL
14593,26FEB2019,252,0.0574%,1.3586,-0.0000,1.2798%,1.9197%,55.5562%,0.2645%,AAPL
14593,25FEB2019,252,0.7284%,1.3568,-0.0000,1.2799%,1.9227%,55.6914%,0.5150%,AAPL
14593,22FEB2019,252,1.1166%,1.3565,-0.0000,1.2805%,1.9229%,55.6559%,0.2253%,AAPL
14593,21FEB2019,252,-0.5639%,1.3558,-0.0000,1.2804%,1.9219%,55.6141%,-0.0727%,AAPL
14593,19FEB2019,252,0.2993%,1.3543,-0.0000,1.2808%,1.9214%,55.5653%,0.0306%,AAPL
14593,15FEB2019,252,-0.2225%,1.3616,0.0000,1.2853%,1.9328%,55.7766%,-1.7775%,AAPL
14593,14FEB2019,252,0.3643%,1.3673,0.0001,1.2805%,1.9361%,56.2576%,0.6417%,AAPL
14593,12FEB2019,252,0.8617%,1.3792,0.0002,1.2864%,1.9530%,56.6093%,-1.0263%,AAPL
14593,11FEB2019,252,-0.5751%,1.3809,0.0002,1.2855%,1.9537%,56.7063%,-0.7745%,AAPL
14593,08FEB2019,252,0.1170%,1.3528,0.0003,1.2923%,1.9613%,56.5865%,-0.0149%,AAPL
14593,06FEB2019,252,0.0345%,1.3632,0.0004,1.3013%,1.9795%,56.7845%,0.3161%,AAPL
14593,05FEB2019,252,1.7109%,1.3258,0.0005,1.3137%,1.9860%,56.2459%,1.1270%,AAPL
14593,04FEB2019,252,2.8405%,1.3347,0.0004,1.3156%,2.0025%,56.8387%,1.8725%,AAPL
14593,01FEB2019,252,0.0481%,1.3305,0.0003,1.3105%,1.9946%,56.8356%,-0.1482%,AAPL
14593,31JAN2019,252,0.7201%,1.3305,0.0003,1.3106%,1.9947%,56.8305%,-0.5131%,AAPL
14593,30JAN2019,252,6.8335%,1.3296,0.0004,1.3111%,1.9946%,56.7946%,4.8470%,AAPL
14593,29JAN2019,252,-1.0365%,1.3090,0.0001,1.2780%,1.9518%,57.1249%,-0.7987%,AAPL
14593,25JAN2019,252,3.3137%,1.3039,0.0000,1.2849%,1.9532%,56.7218%,2.1353%,AAPL
14593,24JAN2019,252,-0.7926%,1.2982,-0.0001,1.2810%,1.9443%,56.5938%,-1.1014%,AAPL
14593,23JAN2019,252,0.4044%,1.2989,-0.0001,1.2792%,1.9437%,56.6859%,0.2003%,AAPL
14593,18JAN2019,252,0.6159%,1.2909,-0.0002,1.2863%,1.9393%,56.0080%,-1.0646%,AAPL
14593,17JAN2019,252,0.5938%,1.2950,-0.0001,1.2847%,1.9389%,56.0933%,-0.3891%,AAPL
14593,16JAN2019,252,1.2217%,1.2972,-0.0001,1.2848%,1.9414%,56.2024%,0.8487%,AAPL
14593,14JAN2019,252,-1.5037%,1.2943,-0.0002,1.2830%,1.9368%,56.1146%,-0.7389%,AAPL
14593,11JAN2019,252,-0.9818%,1.2914,-0.0002,1.2827%,1.9349%,56.0540%,-0.9789%,AAPL
14593,10JAN2019,252,0.3196%,1.2914,-0.0001,1.2812%,1.9340%,56.1098%,-0.2329%,AAPL
14593,09JAN2019,252,1.6982%,1.2916,-0.0001,1.2812%,1.9338%,56.1053%,0.9661%,AAPL
14593,08JAN2019,252,1.9063%,1.2894,-0.0002,1.2803%,1.9309%,56.0342%,0.5954%,AAPL
14593,07JAN2019,252,-0.2226%,1.2881,-0.0002,1.2799%,1.9284%,55.9527%,-1.4474%,AAPL
14593,04JAN2019,252,4.2689%,1.2924,-0.0001,1.2767%,1.9287%,56.1813%,-0.3366%,AAPL
14593,02JAN2019,252,0.1141%,1.2410,0.0001,1.2026%,1.8071%,55.7151%,-0.1815%,AAPL
14593,31DEC2018,252,0.9665%,1.2419,0.0001,1.2028%,1.8084%,55.7622%,-0.1616%,AAPL
14593,28DEC2018,252,0.0512%,1.2424,0.0001,1.2027%,1.8074%,55.7193%,0.0785%,AAPL
14593,26DEC2018,252,7.0422%,1.2472,0.0001,1.2083%,1.8139%,55.6277%,0.7895%,AAPL
14593,24DEC2018,252,-2.5874%,1.2337,0.0001,1.2074%,1.7581%,52.8373%,0.5620%,AAPL
14593,21DEC2018,252,-3.8896%,1.2390,0.0001,1.2069%,1.7510%,52.4889%,-1.2329%,AAPL
14593,19DEC2018,252,-3.1192%,1.2262,0.0001,1.2048%,1.7279%,51.3861%,-1.2009%,AAPL
14593,18DEC2018,252,1.2993%,1.2204,0.0002,1.2029%,1.7190%,51.0342%,1.3259%,AAPL
14593,17DEC2018,252,-0.9306%,1.2200,0.0001,1.2001%,1.7183%,51.2226%,1.6857%,AAPL
14593,14DEC2018,252,-3.1998%,1.2330,0.0001,1.1959%,1.7173%,51.5003%,-0.8921%,AAPL
14593,13DEC2018,252,1.0940%,1.2263,0.0001,1.1948%,1.7054%,50.9179%,1.4032%,AAPL
14593,12DEC2018,252,0.2787%,1.2276,0.0000,1.1922%,1.7044%,51.0707%,-0.5682%,AAPL
14593,11DEC2018,252,-0.5719%,1.2308,0.0001,1.1960%,1.7087%,51.0037%,-0.4836%,AAPL
14593,07DEC2018,252,-3.5657%,1.2286,0.0001,1.1960%,1.7078%,50.9573%,-0.6917%,AAPL
14593,06DEC2018,252,-1.1149%,1.2220,0.0001,1.1953%,1.6929%,50.1431%,-0.9297%,AAPL
14593,04DEC2018,252,-4.3989%,1.2206,0.0001,1.1942%,1.6913%,50.1511%,-0.2077%,AAPL
14593,30NOV2018,252,-0.5402%,1.2078,0.0000,1.1874%,1.6547%,48.5056%,-1.4953%,AAPL
14593,29NOV2018,252,-0.7682%,1.2141,0.0001,1.1839%,1.6565%,48.9231%,-0.5092%,AAPL
14593,28NOV2018,252,3.8453%,1.2136,0.0000,1.1909%,1.6611%,48.5994%,0.9448%,AAPL
14593,26NOV2018,252,1.3524%,1.1955,-0.0001,1.1954%,1.6442%,47.1451%,-0.5989%,AAPL
14593,23NOV2018,252,-2.5399%,1.1996,-0.0001,1.1949%,1.6421%,47.0485%,-1.8909%,AAPL
14593,21NOV2018,252,-0.1130%,1.1945,0.0001,1.1910%,1.6354%,46.9648%,-0.7326%,AAPL
14593,20NOV2018,252,-4.7778%,1.1992,0.0001,1.1919%,1.6394%,47.1466%,-2.6089%,AAPL
14593,19NOV2018,252,-3.9632%,1.1767,0.0002,1.1807%,1.6109%,46.2815%,-1.7882%,AAPL
14593,16NOV2018,252,1.1076%,1.1612,0.0003,1.1755%,1.5912%,45.4251%,0.9255%,AAPL
14593,15NOV2018,252,2.4679%,1.1606,0.0003,1.1742%,1.5915%,45.5691%,1.0949%,AAPL
14593,13NOV2018,252,-0.9991%,1.1509,0.0002,1.1694%,1.5792%,45.1704%,-0.8576%,AAPL
14593,12NOV2018,252,-5.0374%,1.1501,0.0002,1.1685%,1.5781%,45.1689%,-2.7318%,AAPL
14593,09NOV2018,252,-1.9282%,1.1231,0.0003,1.1560%,1.5450%,44.0166%,-0.7729%,AAPL
14593,07NOV2018,252,3.0328%,1.1186,0.0004,1.1557%,1.5403%,43.7089%,0.6792%,AAPL
14593,06NOV2018,252,1.0814%,1.1117,0.0004,1.1554%,1.5291%,42.9072%,0.4292%,AAPL
14593,05NOV2018,252,-2.8388%,1.1108,0.0004,1.1565%,1.5290%,42.7820%,-3.2948%,AAPL
14593,01NOV2018,252,1.5352%,1.1032,0.0009,1.0790%,1.4659%,45.8226%,0.1045%,AAPL
14593,31OCT2018,252,2.6067%,1.1029,0.0008,1.0827%,1.4658%,45.4456%,1.2603%,AAPL
14593,30OCT2018,252,0.4994%,1.0970,0.0008,1.0822%,1.4596%,45.0312%,-1.3385%,AAPL
14593,29OCT2018,252,-1.8770%,1.1024,0.0010,1.0914%,1.4656%,44.5458%,-1.0317%,AAPL
14593,26OCT2018,252,-1.5924%,1.1083,0.0011,1.1010%,1.4763%,44.3801%,0.2303%,AAPL
14593,25OCT2018,252,2.1898%,1.1095,0.0012,1.1012%,1.4725%,44.0811%,0.0390%,AAPL
14593,24OCT2018,252,-3.4302%,1.1102,0.0012,1.1011%,1.4674%,43.6862%,0.2686%,AAPL
14593,22OCT2018,252,0.6110%,1.1177,0.0011,1.0973%,1.4493%,42.6811%,1.0279%,AAPL
14593,19OCT2018,252,1.5230%,1.1181,0.0011,1.0963%,1.4490%,42.7558%,1.7953%,AAPL
14593,18OCT2018,252,-2.3374%,1.1210,0.0009,1.1024%,1.4551%,42.6051%,-0.6292%,AAPL
14593,16OCT2018,252,2.2037%,1.1140,0.0009,1.1021%,1.4467%,41.9688%,-0.3135%,AAPL
14593,15OCT2018,252,-2.1386%,1.1202,0.0010,1.1061%,1.4448%,41.3913%,-1.6113%,AAPL
14593,12OCT2018,252,3.5719%,1.1151,0.0011,1.1012%,1.4379%,41.3462%,2.0456%,AAPL
14593,10OCT2018,252,-4.6326%,1.1143,0.0010,1.0921%,1.4206%,40.9006%,-1.0055%,AAPL
14593,09OCT2018,252,1.3853%,1.0916,0.0010,1.0902%,1.3881%,38.3104%,1.5741%,AAPL
14593,08OCT2018,252,-0.2318%,1.0930,0.0010,1.0867%,1.3860%,38.5272%,-0.0541%,AAPL
14593,27DEC2017,252,0.0176%,1.1788,0.0007,0.9644%,1.1062%,23.9925%,-0.0454%,AAPL
14593,22DEC2017,252,0.0000%,1.1725,0.0008,0.9512%,1.0933%,24.3123%,0.0783%,AAPL
14593,21DEC2017,252,0.3785%,1.1752,0.0008,0.9515%,1.0945%,24.4276%,0.0929%,AAPL
14593,20DEC2017,252,-0.1089%,1.1734,0.0008,0.9517%,1.0945%,24.3896%,-0.1246%,AAPL
14593,18DEC2017,252,1.4083%,1.1659,0.0009,0.9506%,1.0918%,24.1974%,0.6283%,AAPL
14593,15DEC2017,252,1.0161%,1.1582,0.0009,0.9502%,1.0891%,23.8800%,-0.0550%,AAPL
14593,14DEC2017,252,-0.0290%,1.1599,0.0009,0.9501%,1.0880%,23.7393%,0.5073%,AAPL
14593,12DEC2017,252,-0.5618%,1.1587,0.0009,0.9528%,1.0920%,23.8667%,-0.6470%,AAPL
14593,11DEC2017,252,1.9484%,1.1609,0.0009,0.9519%,1.0921%,24.0176%,1.6421%,AAPL
14593,08DEC2017,252,0.0295%,1.1627,0.0009,0.9490%,1.0902%,24.2279%,-0.5715%,AAPL
14593,07DEC2017,252,0.1834%,1.1707,0.0009,0.9485%,1.0913%,24.4592%,-0.3080%,AAPL
14593,06DEC2017,252,-0.3714%,1.1605,0.0009,0.9489%,1.0925%,24.5635%,-0.2710%,AAPL
14593,05DEC2017,252,-0.0942%,1.1603,0.0010,0.9487%,1.0926%,24.6118%,0.3931%,AAPL
14593,04DEC2017,252,-0.7308%,1.1426,0.0009,0.9543%,1.0939%,23.8930%,-0.6208%,AAPL
14593,30NOV2017,252,1.3984%,1.1431,0.0009,0.9540%,1.0940%,23.9448%,0.4579%,AAPL
14593,29NOV2017,252,-2.0743%,1.1420,0.0009,0.9546%,1.0932%,23.7422%,-2.1011%,AAPL
14593,28NOV2017,252,-0.5859%,1.1395,0.0010,0.9448%,1.0840%,24.0400%,-1.8284%,AAPL
14593,24NOV2017,252,0.0057%,1.1667,0.0010,0.9368%,1.0825%,25.0982%,-0.2432%,AAPL
14593,22NOV2017,252,1.0512%,1.1662,0.0010,0.9379%,1.0833%,25.0366%,1.1055%,AAPL
14593,21NOV2017,252,1.8590%,1.1668,0.0010,0.9361%,1.0819%,25.1407%,1.0760%,AAPL
14593,17NOV2017,252,-0.5552%,1.1631,0.0010,0.9343%,1.0799%,25.1501%,-0.3977%,AAPL
14593,16NOV2017,252,1.1947%,1.1541,0.0010,0.9351%,1.0790%,24.8948%,0.0335%,AAPL
14593,15NOV2017,252,-1.3190%,1.1457,0.0011,0.9507%,1.0886%,23.7292%,-0.7300%,AAPL
14593,14NOV2017,252,-1.5118%,1.1404,0.0011,0.9495%,1.0867%,23.6710%,-1.2681%,AAPL
14593,13NOV2017,252,-0.4008%,1.1258,0.0011,0.9625%,1.0948%,22.7003%,-0.5061%,AAPL
14593,10NOV2017,252,-0.3298%,1.1265,0.0011,0.9619%,1.0944%,22.7472%,-0.3449%,AAPL
14593,09NOV2017,252,-0.2043%,1.1113,0.0010,0.9832%,1.1100%,21.5444%,0.2288%,AAPL
14593,07NOV2017,252,0.3214%,1.0660,0.0010,0.9894%,1.1095%,20.4826%,0.5237%,AAPL
14593,06NOV2017,252,1.0145%,1.0316,0.0009,0.9910%,1.1123%,20.6208%,0.9484%,AAPL
14593,03NOV2017,252,2.6114%,1.0353,0.0009,0.9910%,1.1132%,20.7487%,2.2870%,AAPL
14593,01NOV2017,252,-1.2719%,1.0234,0.0008,0.9828%,1.1049%,20.8840%,-1.3278%,AAPL
14593,31OCT2017,252,1.3915%,1.0374,0.0008,0.9816%,1.1082%,21.5360%,1.1495%,AAPL
14593,30OCT2017,252,2.2508%,1.0352,0.0007,0.9794%,1.1057%,21.5364%,2.7351%,AAPL
14593,26OCT2017,252,0.6393%,1.0341,0.0005,0.9513%,1.0796%,22.3489%,0.4266%,AAPL
14593,25OCT2017,252,-0.4392%,1.0438,0.0004,0.9598%,1.0895%,22.3907%,0.0851%,AAPL
