PERMNO,DATE,n,RET,b_mkt,alpha,ivol,tvol,R2,exret,TICKER
93436,27NOV2017,252,0.3993%,1.3516,0.0012,2.1401%,2.2303%,7.9223%,0.4769%,TSLA
93436,24NOV2017,252,0.9437%,1.3595,0.0012,2.1412%,2.2325%,8.0121%,0.6542%,TSLA
93436,22NOV2017,252,-1.6393%,1.3593,0.0012,2.1414%,2.2326%,8.0068%,-1.5749%,TSLA
93436,23JAN2019,252,-3.7903%,1.3312,0.0002,3.5202%,3.8264%,15.3650%,-4.0001%,TSLA
93436,21NOV2017,252,2.9377%,1.3687,0.0014,2.1474%,2.2397%,8.0738%,2.0430%,TSLA
93436,20NOV2017,252,-2.0029%,1.3294,0.0013,2.1459%,2.2334%,7.6780%,-2.2890%,TSLA
93436,17NOV2017,252,0.8160%,1.3434,0.0013,2.1437%,2.2331%,7.8475%,1.0027%,TSLA
93436,16NOV2017,252,0.3855%,1.3619,0.0013,2.1456%,2.2377%,8.0595%,-1.0134%,TSLA
93436,15NOV2017,252,0.8422%,1.3810,0.0013,2.1444%,2.2377%,8.1608%,1.5648%,TSLA
93436,14NOV2017,252,-2.1243%,1.3973,0.0013,2.1425%,2.2383%,8.3764%,-1.8255%,TSLA
93436,04FEB2019,252,0.2178%,1.3403,0.0003,3.5122%,3.8254%,15.7061%,-0.7584%,TSLA
93436,13NOV2017,252,4.0958%,1.3763,0.0012,2.1553%,2.2476%,8.0485%,3.9678%,TSLA
93436,10NOV2017,252,0.0000%,1.3780,0.0011,2.1432%,2.2363%,8.1521%,-0.0176%,TSLA
93436,09NOV2017,252,-0.4599%,1.3643,0.0010,2.1517%,2.2427%,7.9536%,0.0489%,TSLA
93436,08NOV2017,252,-0.5424%,1.2508,0.0009,2.1704%,2.2488%,6.8525%,-0.6967%,TSLA
93436,07NOV2017,252,1.0800%,1.2530,0.0009,2.1699%,2.2488%,6.8885%,1.3172%,TSLA
93436,06NOV2017,252,-1.0814%,1.2060,0.0009,2.1704%,2.2493%,6.8911%,-1.1573%,TSLA
93436,08FEB2019,252,-0.5561%,1.4054,0.0000,3.5025%,3.8232%,16.0720%,-0.6922%,TSLA
93436,14FEB2019,252,-1.4278%,1.3650,0.0001,3.4937%,3.7825%,14.6895%,-1.1509%,TSLA
93436,03NOV2017,252,2.2823%,1.1990,0.0010,2.1717%,2.2497%,6.8140%,1.9088%,TSLA
93436,02NOV2017,252,-6.7958%,1.1920,0.0009,2.1687%,2.2462%,6.7791%,-6.8717%,TSLA
93436,01NOV2017,252,-3.1521%,1.1976,0.0012,2.1240%,2.2046%,7.1824%,-3.2176%,TSLA
93436,31OCT2017,252,3.5772%,1.2306,0.0012,2.1209%,2.2069%,7.6411%,3.2916%,TSLA
93436,30OCT2017,252,-0.2462%,1.2246,0.0010,2.1129%,2.1983%,7.6246%,0.3189%,TSLA
93436,27OCT2017,252,-1.6249%,1.2371,0.0009,2.1156%,2.2025%,7.7321%,-2.6638%,TSLA
93436,26OCT2017,252,0.1013%,1.2620,0.0011,2.1098%,2.1998%,8.0178%,-0.1551%,TSLA
93436,25OCT2017,252,-3.4090%,1.2619,0.0011,2.1098%,2.1999%,8.0262%,-2.7849%,TSLA
93436,27FEB2019,252,5.6671%,1.3791,0.0000,3.5049%,3.7927%,14.6018%,5.5331%,TSLA
93436,24OCT2017,252,0.0950%,1.2317,0.0012,2.1019%,2.1881%,7.7223%,-0.1563%,TSLA
93436,23OCT2017,252,-2.3414%,1.2363,0.0013,2.1021%,2.1892%,7.7970%,-1.7968%,TSLA
93436,20OCT2017,252,-1.9073%,1.2191,0.0014,2.0987%,2.1832%,7.5890%,-2.6235%,TSLA
93436,19OCT2017,252,-2.1799%,1.2496,0.0014,2.0958%,2.1844%,7.9410%,-2.2089%,TSLA
93436,18OCT2017,252,1.0963%,1.2520,0.0015,2.0936%,2.1826%,7.9885%,0.9150%,TSLA
93436,17OCT2017,252,1.4689%,1.2660,0.0015,2.0959%,2.1872%,8.1692%,1.4522%,TSLA
93436,16OCT2017,252,-1.3978%,1.2742,0.0014,2.0954%,2.1880%,8.2868%,-1.6192%,TSLA
93436,13OCT2017,252,-0.0309%,1.2791,0.0014,2.0963%,2.1896%,8.3384%,-0.0862%,TSLA
93436,05MAR2019,252,-3.0908%,1.3482,-0.0004,3.5567%,3.8249%,13.5325%,-2.8708%,TSLA
93436,11MAR2019,252,2.3861%,1.3524,0.0000,3.5570%,3.8290%,13.7026%,0.3679%,TSLA
93436,12OCT2017,252,0.3046%,1.2809,0.0014,2.0963%,2.1903%,8.3908%,0.5314%,TSLA
93436,11OCT2017,252,-0.2784%,1.2824,0.0014,2.0964%,2.1904%,8.3995%,-0.4839%,TSLA
93436,10OCT2017,252,3.6887%,1.2593,0.0015,2.0972%,2.1906%,8.3488%,3.3821%,TSLA
93436,09OCT2017,252,-3.9061%,1.2608,0.0014,2.0891%,2.1833%,8.4470%,-3.6337%,TSLA
93436,21MAR2019,252,0.1535%,1.3400,-0.0001,3.5573%,3.8213%,13.3403%,-1.3482%,TSLA
93436,06OCT2017,252,0.4362%,1.2565,0.0015,2.0787%,2.1729%,8.4854%,0.5334%,TSLA
93436,05OCT2017,252,0.0901%,1.2653,0.0014,2.0913%,2.1862%,8.4996%,-0.6030%,TSLA
93436,04OCT2017,252,1.9733%,1.2529,0.0013,2.0956%,2.1886%,8.3202%,1.9064%,TSLA
93436,03OCT2017,252,1.9354%,1.2589,0.0012,2.0930%,2.1874%,8.4468%,1.6119%,TSLA
93436,27MAR2019,252,2.6366%,1.3850,-0.0001,3.5593%,3.8282%,13.5539%,3.3095%,TSLA
93436,02OCT2017,252,0.1261%,1.2288,0.0014,2.1139%,2.2032%,7.9426%,-0.4972%,TSLA
93436,29SEP2017,252,0.4417%,1.2385,0.0014,2.1137%,2.2051%,8.1131%,-0.0061%,TSLA
93436,02APR2019,252,-1.1412%,1.3137,0.0005,3.5109%,3.7484%,12.2691%,-1.0845%,TSLA
93436,28SEP2017,252,-0.4018%,1.2651,0.0013,2.1162%,2.2128%,8.5411%,-0.5707%,TSLA
93436,27SEP2017,252,-1.2397%,1.2611,0.0013,2.1160%,2.2124%,8.5210%,-2.0374%,TSLA
93436,26SEP2017,252,0.0754%,1.2583,0.0013,2.1173%,2.2132%,8.4779%,0.0087%,TSLA
93436,25SEP2017,252,-1.7374%,1.2339,0.0014,2.1200%,2.2134%,8.2621%,-1.4385%,TSLA
93436,22SEP2017,252,-4.1994%,1.2156,0.0015,2.1188%,2.2100%,8.0857%,-4.3502%,TSLA
93436,21SEP2017,252,-1.9871%,1.2152,0.0017,2.0997%,2.1922%,8.2602%,-1.6598%,TSLA
93436,12APR2019,252,-0.2682%,1.2468,-0.0002,3.4956%,3.7020%,10.8414%,-1.0832%,TSLA
93436,20SEP2017,252,-0.3172%,1.1867,0.0017,2.0980%,2.1876%,8.0253%,-0.5125%,TSLA
93436,19SEP2017,252,-2.5714%,1.1889,0.0017,2.0984%,2.1884%,8.0495%,-2.7552%,TSLA
93436,18SEP2017,252,1.3665%,1.1921,0.0018,2.0903%,2.1810%,8.1471%,1.0800%,TSLA
93436,15SEP2017,252,0.5746%,1.1728,0.0019,2.0966%,2.1844%,7.8789%,0.3452%,TSLA
93436,18APR2019,252,0.7484%,1.2772,-0.0001,3.4804%,3.6961%,11.3294%,0.5979%,TSLA
93436,14SEP2017,252,3.1155%,1.1810,0.0019,2.0969%,2.1872%,8.0838%,3.2533%,TSLA
93436,13SEP2017,252,0.9593%,1.1894,0.0018,2.0880%,2.1798%,8.2520%,0.8246%,TSLA
93436,12SEP2017,252,-0.2585%,1.1795,0.0018,2.0878%,2.1812%,8.3851%,-0.7853%,TSLA
93436,11SEP2017,252,5.9086%,1.1859,0.0019,2.0869%,2.1836%,8.6631%,4.7288%,TSLA
93436,25APR2019,252,-4.2643%,1.2852,-0.0005,3.4884%,3.7046%,11.3318%,-4.0962%,TSLA
93436,08SEP2017,252,-2.0564%,1.0877,0.0018,2.0688%,2.1570%,8.0148%,-1.8873%,TSLA
93436,07SEP2017,252,1.7647%,1.0885,0.0018,2.0691%,2.1575%,8.0236%,1.8361%,TSLA
93436,06SEP2017,252,-1.4474%,1.0908,0.0017,2.0671%,2.1559%,8.0686%,-1.7609%,TSLA
93436,05SEP2017,252,-1.6348%,1.1016,0.0018,2.0677%,2.1582%,8.2102%,-0.7667%,TSLA
93436,01SEP2017,252,-0.1405%,1.0778,0.0018,2.0717%,2.1577%,7.8101%,-0.4376%,TSLA
93436,31AUG2017,252,0.7701%,1.0818,0.0016,2.1003%,2.1857%,7.6623%,0.0962%,TSLA
93436,30AUG2017,252,1.6755%,1.0806,0.0016,2.1005%,2.1854%,7.6265%,1.0994%,TSLA
93436,29AUG2017,252,0.4918%,1.0795,0.0015,2.1027%,2.1872%,7.5803%,0.3816%,TSLA
93436,28AUG2017,252,-0.6867%,1.0619,0.0014,2.1105%,2.1923%,7.3217%,-0.7757%,TSLA
93436,25AUG2017,252,-1.3827%,1.0633,0.0014,2.1099%,2.1920%,7.3471%,-1.5788%,TSLA
93436,13MAY2019,252,-5.2229%,1.3020,-0.0007,3.5012%,3.7291%,11.8482%,-1.8216%,TSLA
93436,24AUG2017,252,0.0454%,1.0674,0.0014,2.1077%,2.1905%,7.4143%,0.1914%,TSLA
93436,23AUG2017,252,3.3455%,1.0717,0.0014,2.1080%,2.1918%,7.4979%,3.6903%,TSLA
93436,17MAY2019,252,-7.5768%,1.3112,-0.0009,3.5224%,3.7539%,11.9533%,-6.6429%,TSLA
93436,22AUG2017,252,1.0330%,1.0898,0.0013,2.0962%,2.1831%,7.8056%,-0.1419%,TSLA
93436,21AUG2017,252,-2.7629%,1.0942,0.0013,2.0971%,2.1836%,7.7634%,-2.8325%,TSLA
93436,18AUG2017,252,-1.2673%,1.0932,0.0014,2.0892%,2.1758%,7.8065%,-1.1080%,TSLA
93436,17AUG2017,252,-3.0283%,1.0886,0.0014,2.0878%,2.1739%,7.7589%,-1.3525%,TSLA
93436,16AUG2017,252,0.1601%,1.0565,0.0015,2.0859%,2.1643%,7.1142%,-0.0348%,TSLA
93436,15AUG2017,252,-0.4041%,1.0603,0.0015,2.0861%,2.1654%,7.1953%,-0.2918%,TSLA
93436,14AUG2017,252,1.6570%,1.0568,0.0015,2.0862%,2.1651%,7.1577%,0.5705%,TSLA
93436,11AUG2017,252,0.6950%,1.0510,0.0015,2.0861%,2.1632%,7.0043%,0.4823%,TSLA
93436,30MAY2019,252,-0.8638%,1.2945,-0.0012,3.5375%,3.7646%,11.7032%,-1.0522%,TSLA
93436,10AUG2017,252,-2.2364%,1.0436,0.0014,2.0870%,2.1633%,6.9255%,-0.7022%,TSLA
93436,09AUG2017,252,-0.4627%,1.0324,0.0014,2.0881%,2.1604%,6.5876%,-0.3224%,TSLA
93436,08AUG2017,252,2.8296%,1.0309,0.0015,2.0890%,2.1611%,6.5611%,3.0767%,TSLA
93436,07AUG2017,252,-0.4875%,1.0461,0.0013,2.0837%,2.1580%,6.7688%,-0.6565%,TSLA
93436,05JUN2019,252,1.5444%,1.3304,-0.0011,3.5539%,3.7965%,12.3716%,0.6040%,TSLA
93436,04AUG2017,252,2.8292%,1.0311,0.0013,2.0848%,2.1578%,6.6449%,2.5691%,TSLA
93436,03AUG2017,252,6.5053%,1.0246,0.0013,2.0828%,2.1548%,6.5751%,6.7203%,TSLA
93436,11JUN2019,252,1.9823%,1.3085,-0.0011,3.5301%,3.7672%,12.1913%,2.1305%,TSLA
93436,02AUG2017,252,1.9777%,1.0433,0.0009,2.0420%,2.1182%,7.0626%,2.0579%,TSLA
93436,01AUG2017,252,-1.2057%,1.0532,0.0008,2.0385%,2.1169%,7.2628%,-1.4648%,TSLA
93436,31JUL2017,252,-3.4620%,1.0629,0.0008,2.0399%,2.1196%,7.3788%,-3.3497%,TSLA
93436,28JUL2017,252,0.1824%,1.0569,0.0010,2.0307%,2.1098%,7.3629%,0.3584%,TSLA
93436,27JUL2017,252,-2.7308%,1.0588,0.0010,2.0310%,2.1104%,7.3801%,-2.5875%,TSLA
93436,26JUL2017,252,1.2515%,1.0523,0.0011,2.0240%,2.1027%,7.3442%,1.3107%,TSLA
93436,21JUN2019,252,1.0199%,1.2824,-0.0016,3.5148%,3.7454%,11.9355%,1.2810%,TSLA
93436,25JUL2017,252,-0.8525%,1.0540,0.0010,2.0228%,2.1018%,7.3728%,-1.2529%,TSLA
93436,24JUL2017,252,4.2996%,1.0432,0.0013,2.0340%,2.1110%,7.1607%,4.3271%,TSLA
93436,21JUL2017,252,-0.4607%,1.0497,0.0011,2.0166%,2.0954%,7.3748%,-0.3793%,TSLA
93436,20JUL2017,252,1.4327%,1.0677,0.0010,2.0262%,2.1074%,7.5616%,1.4394%,TSLA
93436,19JUL2017,252,-0.9079%,1.0734,0.0009,2.0250%,2.1073%,7.6601%,-1.5527%,TSLA
93436,18JUL2017,252,2.7130%,1.0862,0.0010,2.0224%,2.1065%,7.8291%,2.6653%,TSLA
93436,17JUL2017,252,-2.5047%,1.0928,0.0010,2.0210%,2.1062%,7.9299%,-2.5087%,TSLA
93436,14JUL2017,252,1.3512%,1.0913,0.0011,2.0146%,2.0999%,7.9583%,0.8932%,TSLA
93436,27JUN2019,252,1.6281%,1.2851,-0.0014,3.4969%,3.7283%,12.0291%,0.8479%,TSLA
93436,03JUL2019,252,4.6092%,1.3074,-0.0013,3.4967%,3.7360%,12.3977%,3.5916%,TSLA
93436,13JUL2017,252,-1.8542%,1.0809,0.0010,2.0152%,2.0989%,7.8213%,-2.0427%,TSLA
93436,12JUL2017,252,0.7029%,1.0855,0.0010,2.0116%,2.0962%,7.9086%,-0.0773%,TSLA
93436,11JUL2017,252,3.5343%,1.0781,0.0010,2.0125%,2.0960%,7.8071%,3.5303%,TSLA
93436,10JUL2017,252,0.9035%,1.0965,0.0010,2.0105%,2.0970%,8.0816%,0.8461%,TSLA
93436,07JUL2017,252,1.4215%,1.0675,0.0009,2.0120%,2.0966%,7.9050%,0.6739%,TSLA
93436,06JUL2017,252,-5.5826%,1.0623,0.0009,2.0120%,2.0954%,7.7973%,-4.6414%,TSLA
93436,05JUL2017,252,-7.2401%,0.9949,0.0011,1.9902%,2.0635%,6.9832%,-7.3647%,TSLA
93436,03JUL2017,252,-2.4861%,1.0049,0.0014,1.9334%,2.0112%,7.5842%,-2.7336%,TSLA
93436,16JUL2019,252,-0.4418%,1.3107,-0.0007,3.4819%,3.7208%,12.4268%,-0.0313%,TSLA
93436,22JUL2019,252,-0.9683%,1.2883,-0.0006,3.4784%,3.7101%,12.0990%,-1.2999%,TSLA
93436,30JUN2017,252,0.2384%,1.0148,0.0016,1.9275%,2.0070%,7.7665%,0.0948%,TSLA
93436,29JUN2017,252,-2.8257%,1.0044,0.0016,1.9278%,2.0076%,7.7846%,-1.9765%,TSLA
93436,28JUN2017,252,2.4478%,1.0268,0.0017,1.9279%,2.0134%,8.3077%,1.4189%,TSLA
93436,27JUN2017,252,-4.0054%,1.0058,0.0017,1.9265%,2.0105%,8.1868%,-3.2847%,TSLA
93436,26JUL2019,252,-0.3409%,1.3155,-0.0009,3.5567%,3.7940%,12.1185%,-1.4394%,TSLA
93436,26JUN2017,252,-1.5543%,0.8514,0.0021,1.9356%,1.9986%,6.2098%,-1.5894%,TSLA
93436,23JUN2017,252,0.2196%,0.8026,0.0023,1.9336%,1.9990%,6.4324%,0.0288%,TSLA
93436,22JUN2017,252,1.6498%,0.7824,0.0022,1.9359%,1.9992%,6.2254%,1.6306%,TSLA
93436,21JUN2017,252,1.1176%,0.8114,0.0017,2.0441%,2.1086%,6.0233%,1.1714%,TSLA
93436,20JUN2017,252,0.6598%,0.8123,0.0017,2.0432%,2.1079%,6.0405%,1.2616%,TSLA
93436,19JUN2017,252,-0.4308%,0.8284,0.0017,2.0435%,2.1106%,6.2512%,-1.1584%,TSLA
93436,16JUN2017,252,-1.0497%,0.8425,0.0017,2.0429%,2.1119%,6.4274%,-1.0275%,TSLA
93436,15JUN2017,252,-1.3976%,0.8408,0.0017,2.0416%,2.1103%,6.4119%,-1.1505%,TSLA
93436,07AUG2019,252,1.1571%,1.2382,-0.0010,3.4309%,3.6593%,12.0949%,1.0637%,TSLA
93436,14JUN2017,252,1.2528%,0.8337,0.0018,2.0412%,2.1088%,6.3058%,1.3927%,TSLA
93436,13JUN2017,252,4.7185%,0.8402,0.0017,2.0416%,2.1102%,6.3978%,4.2645%,TSLA
93436,12JUN2017,252,0.4730%,0.8201,0.0016,2.0252%,2.0915%,6.2420%,0.5649%,TSLA
93436,09JUN2017,252,-3.4270%,0.8632,0.0014,2.0397%,2.1134%,6.8537%,-3.3262%,TSLA
93436,13AUG2019,252,2.6156%,1.2374,-0.0012,3.3466%,3.5868%,12.9478%,0.8025%,TSLA
93436,19AUG2019,252,3.1327%,1.2844,-0.0011,3.3451%,3.6127%,14.2651%,1.6763%,TSLA
93436,08JUN2017,252,2.8778%,0.8651,0.0014,2.0342%,2.1085%,6.9222%,2.7191%,TSLA
93436,07JUN2017,252,1.9272%,0.8650,0.0013,2.0284%,2.1030%,6.9617%,1.7942%,TSLA
93436,06JUN2017,252,1.5922%,0.8662,0.0015,2.0506%,2.1245%,6.8397%,1.8335%,TSLA
93436,05JUN2017,252,2.1980%,0.8724,0.0014,2.0478%,2.1230%,6.9594%,2.3441%,TSLA
93436,02JUN2017,252,-0.1528%,0.8767,0.0013,2.0431%,2.1193%,7.0619%,-0.4625%,TSLA
93436,01JUN2017,252,-0.1877%,0.8764,0.0013,2.0433%,2.1194%,7.0562%,-1.0303%,TSLA
93436,31MAY2017,252,1.7637%,0.8838,0.0013,2.0457%,2.1224%,7.1032%,1.7784%,TSLA
93436,30MAY2017,252,3.0633%,0.8852,0.0012,2.0430%,2.1201%,7.1421%,3.2288%,TSLA
93436,29AUG2019,252,2.8387%,1.3003,-0.0008,3.2875%,3.5761%,15.4905%,1.0835%,TSLA
93436,26MAY2017,252,2.6229%,0.8871,0.0010,2.0356%,2.1134%,7.2255%,2.5668%,TSLA
93436,25MAY2017,252,2.1307%,0.8847,0.0010,2.0356%,2.1130%,7.1906%,1.7584%,TSLA
93436,24MAY2017,252,2.0931%,0.8793,0.0010,2.0329%,2.1097%,7.1458%,1.8815%,TSLA
93436,23MAY2017,252,-2.0912%,0.8692,0.0009,2.0301%,2.1065%,7.1254%,-2.2518%,TSLA
93436,05SEP2019,252,4.0330%,1.3006,-0.0004,3.2845%,3.5767%,15.6717%,2.1902%,TSLA
93436,22MAY2017,252,-0.1544%,0.8758,0.0009,2.0278%,2.1055%,7.2454%,-0.6555%,TSLA
93436,19MAY2017,252,-0.7123%,0.8895,0.0010,2.0298%,2.1100%,7.4575%,-1.3383%,TSLA
93436,18MAY2017,252,2.2704%,0.8900,0.0011,2.0320%,2.1121%,7.4351%,1.9134%,TSLA
93436,17MAY2017,252,-3.4384%,0.8852,0.0012,2.0375%,2.1164%,7.3171%,-1.7491%,TSLA
93436,11SEP2019,252,4.9079%,1.3008,-0.0002,3.2303%,3.5274%,16.1367%,3.7586%,TSLA
93436,16MAY2017,252,0.3577%,0.8590,0.0012,2.0353%,2.1076%,6.7420%,0.3803%,TSLA
93436,15MAY2017,252,-2.7493%,0.8535,0.0012,2.0356%,2.1075%,6.7102%,-3.2091%,TSLA
93436,12MAY2017,252,0.5292%,0.8618,0.0014,2.0252%,2.0993%,6.9351%,0.6819%,TSLA
93436,11MAY2017,252,-0.6519%,0.8647,0.0013,2.0256%,2.1002%,6.9733%,-0.4324%,TSLA
93436,10MAY2017,252,1.2326%,0.8558,0.0014,2.0259%,2.0995%,6.8893%,1.0533%,TSLA
93436,09MAY2017,252,4.5802%,0.8398,0.0013,2.0267%,2.0986%,6.7279%,4.6195%,TSLA
93436,08MAY2017,252,-0.3762%,0.8459,0.0010,2.0153%,2.0886%,6.8907%,-0.3452%,TSLA
93436,05MAY2017,252,4.3627%,0.8488,0.0010,2.0165%,2.0903%,6.9320%,3.9723%,TSLA
93436,23SEP2019,252,0.2535%,1.3194,-0.0004,3.1916%,3.4989%,16.7953%,0.2708%,TSLA
93436,27SEP2019,252,-0.1773%,1.3388,-0.0005,3.2359%,3.5497%,16.9009%,0.6418%,TSLA
93436,04MAY2017,252,-5.0029%,0.8421,0.0007,2.0260%,2.0982%,6.7630%,-5.0232%,TSLA
93436,03MAY2017,252,-2.4679%,0.8652,0.0007,2.0140%,2.0910%,7.2264%,-2.3015%,TSLA
93436,02MAY2017,252,-1.2204%,0.8917,0.0007,2.0178%,2.1002%,7.6941%,-1.2501%,TSLA
93436,01MAY2017,252,2.7892%,0.8889,0.0007,2.0162%,2.0985%,7.6947%,2.5975%,TSLA
93436,03OCT2019,252,-4.1542%,1.2874,-0.0005,2.9439%,3.2668%,18.7901%,-5.2035%,TSLA
93436,28APR2017,252,1.7626%,0.8985,0.0005,2.0156%,2.1000%,7.8728%,2.0331%,TSLA
93436,27APR2017,252,-0.4965%,0.9116,0.0004,2.0122%,2.0998%,8.1749%,-0.5450%,TSLA
93436,26APR2017,252,-1.1536%,0.9100,0.0004,2.0131%,2.1004%,8.1437%,-1.1931%,TSLA
93436,25APR2017,252,1.8700%,0.9106,0.0005,2.0118%,2.0993%,8.1667%,1.2692%,TSLA
93436,24APR2017,252,0.7952%,0.9056,0.0004,2.0106%,2.0971%,8.0750%,-0.2817%,TSLA
93436,21APR2017,252,1.0215%,0.9100,0.0005,2.0147%,2.1008%,8.0319%,1.2747%,TSLA
93436,20APR2017,252,-0.9852%,0.9153,0.0004,2.0132%,2.1006%,8.1403%,-1.7593%,TSLA
93436,19APR2017,252,1.7552%,0.9290,0.0005,2.0108%,2.1003%,8.3417%,1.8262%,TSLA
93436,18APR2017,252,-0.3948%,0.9251,0.0003,2.0158%,2.1044%,8.2419%,-0.1679%,TSLA
93436,17APR2017,252,-0.8421%,0.9197,0.0003,2.0165%,2.1043%,8.1658%,-1.6745%,TSLA
93436,13APR2017,252,2.4121%,0.9319,0.0004,2.0148%,2.1043%,8.3310%,3.1259%,TSLA
93436,12APR2017,252,-3.8450%,0.9558,0.0002,2.0065%,2.1004%,8.7410%,-3.3804%,TSLA
93436,15OCT2019,252,0.3619%,1.2506,0.0000,2.9031%,3.2029%,17.8443%,-0.9405%,TSLA
93436,21OCT2019,252,-1.3427%,1.2141,-0.0001,2.8955%,3.1733%,16.7400%,-2.2193%,TSLA
93436,25OCT2019,252,9.4935%,1.2984,0.0003,3.0245%,3.3163%,16.8231%,8.8583%,TSLA
93436,11APR2017,252,-1.1780%,0.9544,0.0004,1.9972%,2.0922%,8.8716%,-1.1341%,TSLA
93436,10APR2017,252,3.2558%,0.9375,0.0004,1.9991%,2.0914%,8.6330%,3.1778%,TSLA
93436,07APR2017,252,1.2856%,0.9367,0.0003,1.9893%,2.0820%,8.7071%,1.3572%,TSLA
93436,06APR2017,252,1.2542%,0.9324,0.0001,1.9969%,2.0884%,8.5762%,0.9461%,TSLA
93436,05APR2017,252,-2.8647%,0.9535,-0.0000,1.9997%,2.0967%,9.0314%,-2.4412%,TSLA
93436,04APR2017,252,1.7352%,0.9692,0.0002,2.0015%,2.1023%,9.3575%,1.6857%,TSLA
93436,03APR2017,252,7.2655%,0.9304,0.0003,2.0171%,2.1103%,8.6361%,7.5244%,TSLA
93436,31MAR2017,252,0.1367%,0.9353,0.0002,1.9796%,2.0756%,9.0312%,0.2877%,TSLA
93436,06NOV2019,252,2.9506%,1.3188,-0.0003,2.9618%,3.2562%,17.2645%,3.0105%,TSLA
93436,30MAR2017,252,0.1947%,0.9500,0.0003,1.9873%,2.0861%,9.2460%,-0.1477%,TSLA
93436,29MAR2017,252,-0.0252%,0.9483,0.0003,1.9891%,2.0874%,9.1972%,-0.1960%,TSLA
93436,12NOV2019,252,1.4025%,1.3336,-0.0001,2.9680%,3.2621%,17.2198%,1.1840%,TSLA
93436,28MAR2017,252,2.6756%,0.9430,0.0003,1.9923%,2.0895%,9.0839%,2.0108%,TSLA
93436,27MAR2017,252,2.6828%,0.9219,0.0002,1.9896%,2.0832%,8.7813%,2.7280%,TSLA
93436,24MAR2017,252,3.2891%,0.9246,0.0001,1.9833%,2.0777%,8.8774%,3.3344%,TSLA
93436,23MAR2017,252,-0.0902%,0.9267,0.0001,1.9776%,2.0726%,8.9613%,-0.0624%,TSLA
93436,22MAR2017,252,1.7273%,0.9610,-0.0001,1.9950%,2.0969%,9.4863%,1.5725%,TSLA
93436,21MAR2017,252,-4.2914%,0.9614,-0.0002,1.9951%,2.0972%,9.4934%,-2.9277%,TSLA
93436,18NOV2019,252,-0.6190%,1.3220,-0.0002,2.9560%,3.2399%,16.7600%,-0.6514%,TSLA
93436,20MAR2017,252,0.1606%,0.9221,-0.0000,1.9922%,2.0844%,8.6521%,0.3928%,TSLA
93436,17MAR2017,252,-0.2099%,0.9329,0.0001,1.9973%,2.0915%,8.8037%,-0.1357%,TSLA
93436,16MAR2017,252,2.4714%,0.9403,0.0001,1.9991%,2.0949%,8.9455%,2.5273%,TSLA
93436,15MAR2017,252,-0.8798%,0.9486,0.0000,1.9938%,2.0918%,9.1546%,-1.7007%,TSLA
93436,29NOV2019,252,-0.4075%,1.3328,-0.0005,2.9622%,3.2341%,16.1041%,0.1381%,TSLA
93436,14MAR2017,252,4.8056%,0.9534,0.0002,1.9942%,2.0928%,9.2041%,5.1527%,TSLA
93436,13MAR2017,252,1.0177%,0.9669,0.0001,1.9821%,2.0839%,9.5342%,0.8920%,TSLA
93436,10MAR2017,252,-0.4941%,0.9593,0.0001,1.9816%,2.0841%,9.6006%,-0.8228%,TSLA
93436,09MAR2017,252,-0.7980%,0.9638,0.0000,1.9834%,2.0869%,9.6653%,-0.8379%,TSLA
93436,05DEC2019,252,-0.7987%,1.3790,-0.0007,2.9496%,3.2264%,16.4231%,-0.9752%,TSLA
93436,08MAR2017,252,-0.6919%,0.9727,0.0002,1.9891%,2.0943%,9.7889%,-0.5081%,TSLA
93436,07MAR2017,252,-1.0430%,0.9725,0.0002,1.9889%,2.0956%,9.9245%,-0.6941%,TSLA
93436,11DEC2019,252,1.1065%,1.3992,-0.0007,2.9514%,3.2298%,16.4969%,0.7081%,TSLA
93436,06MAR2017,252,-0.1431%,0.9719,0.0003,1.9919%,2.0982%,9.8709%,0.2277%,TSLA
93436,03MAR2017,252,0.4352%,0.9784,0.0004,1.9972%,2.1045%,9.9315%,0.3450%,TSLA
93436,02MAR2017,252,0.1840%,0.9907,0.0005,2.0085%,2.1180%,10.0699%,0.8818%,TSLA
93436,01FEB2017,252,-1.0678%,1.1498,0.0004,2.1674%,2.3310%,13.5466%,-1.1186%,TSLA
93436,31JAN2017,252,0.5187%,1.2208,0.0002,2.1877%,2.3752%,15.1666%,0.5167%,TSLA
93436,30JAN2017,252,-0.9172%,1.2185,0.0003,2.1958%,2.3820%,15.0243%,-0.1177%,TSLA
93436,27JAN2017,252,0.1743%,1.1786,0.0003,2.2006%,2.3814%,14.6063%,0.3138%,TSLA
93436,26JAN2017,252,-0.7702%,1.1797,0.0003,2.2006%,2.3818%,14.6386%,-0.6531%,TSLA
93436,25JAN2017,252,-0.0550%,1.1912,0.0002,2.2024%,2.3886%,14.9824%,-1.0364%,TSLA
93436,24JAN2017,252,2.2859%,1.1660,0.0002,2.2109%,2.3906%,14.4704%,1.3110%,TSLA
93436,23JAN2017,252,1.7121%,1.1722,0.0001,2.2103%,2.3950%,14.8277%,2.0473%,TSLA
93436,20JAN2017,252,0.3979%,1.1628,-0.0000,2.2077%,2.3941%,14.9597%,0.0121%,TSLA
93436,19JAN2017,252,2.2655%,1.1630,-0.0000,2.2077%,2.3942%,14.9705%,2.7130%,TSLA
