PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,b_umd,ivol,tvol,R2,exret
14593,28JAN2014,252,-7.9927%,0.0002,1.0020,0.5195,-0.6326,-1.5008,1.4723%,1.6395%,19.3562%,-7.6383%
14593,29JAN2014,252,-1.1352%,0.0001,0.9987,0.5484,-0.6576,-1.4997,1.4673%,1.6373%,19.6880%,-0.5352%
14593,30JAN2014,252,-0.1933%,0.0001,1.0013,0.5668,-0.6638,-1.5068,1.4663%,1.6372%,19.7817%,0.0485%
14593,31JAN2014,252,0.1637%,0.0001,0.9930,0.5892,-0.6624,-1.5114,1.4657%,1.6370%,19.8425%,0.8042%
14593,03FEB2014,252,0.1858%,0.0003,0.9606,0.5665,-0.6221,-1.5048,1.4702%,1.6368%,19.3157%,2.0866%
14593,04FEB2014,252,1.4476%,0.0004,0.9488,0.5604,-0.6277,-1.4834,1.4699%,1.6311%,18.7847%,1.3709%
14593,05FEB2014,252,0.7469%,0.0004,0.9196,0.5622,-0.6227,-1.4654,1.4614%,1.6172%,18.3385%,1.2897%
14593,06FEB2014,252,0.5794%,0.0004,0.9227,0.5671,-0.6188,-1.4745,1.4605%,1.6174%,18.4691%,0.1391%
14593,07FEB2014,252,1.3990%,0.0003,0.9349,0.5579,-0.6424,-1.4700,1.4492%,1.6093%,18.9045%,0.7274%
14593,10FEB2014,252,1.7915%,0.0003,0.9353,0.5607,-0.6596,-1.4730,1.4506%,1.6107%,18.8865%,1.1295%
14593,11FEB2014,252,1.3176%,0.0003,0.9463,0.5524,-0.6783,-1.4808,1.4488%,1.6114%,19.1630%,0.6727%
14593,12FEB2014,252,-0.0075%,0.0004,0.9369,0.5734,-0.6033,-1.4717,1.4413%,1.6032%,19.1732%,0.0743%
14593,13FEB2014,252,1.5879%,0.0004,0.9376,0.5887,-0.6033,-1.4693,1.4426%,1.6059%,19.3076%,1.0143%
14593,14FEB2014,252,-0.0808%,0.0004,0.9332,0.5980,-0.6062,-1.4645,1.4428%,1.6059%,19.2877%,-0.5184%
14593,18FEB2014,252,0.3677%,0.0005,0.9256,0.6077,-0.6064,-1.4488,1.4421%,1.6033%,19.1031%,0.4592%
14593,19FEB2014,252,-1.5788%,0.0004,0.9342,0.6195,-0.5755,-1.4477,1.4441%,1.6068%,19.2201%,-1.4686%
14593,20FEB2014,252,-1.1575%,0.0004,0.9201,0.5885,-0.5931,-1.4442,1.4454%,1.6009%,18.4850%,-1.5408%
14593,21FEB2014,252,-1.1108%,0.0004,0.9254,0.5797,-0.5963,-1.4506,1.4466%,1.6020%,18.4648%,-0.9052%
14593,24FEB2014,252,0.4379%,0.0004,0.9229,0.5808,-0.5879,-1.4461,1.4467%,1.6010%,18.3451%,0.5091%
14593,25FEB2014,252,-1.0407%,0.0004,0.9131,0.5789,-0.5748,-1.4397,1.4482%,1.5983%,17.8912%,-1.2088%
14593,26FEB2014,252,-0.9022%,0.0003,0.9108,0.5618,-0.5748,-1.4399,1.4486%,1.5973%,17.7546%,-1.5925%
14593,27FEB2014,252,1.9948%,0.0004,0.9298,0.5434,-0.5738,-1.4422,1.4497%,1.6005%,17.9583%,1.4876%
14593,28FEB2014,252,-0.2710%,0.0004,0.9282,0.5435,-0.5739,-1.4390,1.4494%,1.5998%,17.9204%,0.0734%
14593,03MAR2014,252,0.2888%,0.0005,0.9091,0.5470,-0.5764,-1.3954,1.4468%,1.5916%,17.3689%,0.8837%
14593,04MAR2014,252,0.6594%,0.0005,0.8999,0.5248,-0.5659,-1.3642,1.4457%,1.5839%,16.6895%,-0.3912%
14593,05MAR2014,252,0.2108%,0.0005,0.8792,0.5202,-0.5367,-1.3375,1.4432%,1.5759%,16.1344%,0.9578%
14593,06MAR2014,252,-0.3024%,0.0005,0.8801,0.5290,-0.5240,-1.3442,1.4398%,1.5737%,16.2911%,-0.5537%
14593,07MAR2014,252,-0.0584%,0.0005,0.8784,0.5258,-0.5333,-1.3380,1.4396%,1.5723%,16.1749%,-0.0855%
14593,10MAR2014,252,0.0905%,0.0005,0.8807,0.5292,-0.5368,-1.3423,1.4392%,1.5723%,16.2141%,0.2835%
14593,11MAR2014,252,0.9738%,0.0006,0.8685,0.5186,-0.5560,-1.3264,1.4409%,1.5710%,15.8856%,1.6044%
14593,12MAR2014,252,0.0970%,0.0007,0.8674,0.5197,-0.5720,-1.3384,1.4329%,1.5645%,16.1185%,-0.3323%
14593,13MAR2014,252,-1.1107%,0.0006,0.8719,0.5187,-0.5755,-1.3399,1.4331%,1.5664%,16.3010%,-0.3121%
14593,14MAR2014,252,-1.1232%,0.0006,0.8792,0.4894,-0.5747,-1.3348,1.4366%,1.5674%,15.9898%,-1.5536%
14593,17MAR2014,252,0.3907%,0.0005,0.8765,0.4781,-0.6037,-1.3048,1.4303%,1.5596%,15.9009%,0.1123%
14593,18MAR2014,252,0.8847%,0.0004,0.8929,0.4682,-0.5811,-1.3111,1.4189%,1.5516%,16.3736%,0.2422%
14593,19MAR2014,252,-0.0263%,0.0004,0.8885,0.4694,-0.5618,-1.3090,1.4195%,1.5514%,16.2787%,0.8008%
14593,20MAR2014,252,-0.4819%,0.0004,0.8889,0.4746,-0.5753,-1.3044,1.4188%,1.5513%,16.3557%,-0.3699%
14593,21MAR2014,252,0.7887%,0.0004,0.8981,0.4704,-0.5651,-1.3172,1.4181%,1.5520%,16.5035%,0.2974%
14593,24MAR2014,252,1.1860%,0.0004,0.8863,0.4841,-0.5069,-1.3331,1.4162%,1.5487%,16.3741%,1.3586%
14593,25MAR2014,252,1.0757%,0.0004,0.8928,0.4742,-0.5088,-1.3395,1.4166%,1.5498%,16.4516%,0.7169%
14593,26MAR2014,252,-0.9560%,0.0004,0.8960,0.4786,-0.5159,-1.3297,1.4167%,1.5508%,16.5434%,-0.6180%
14593,27MAR2014,252,-0.4298%,0.0004,0.8882,0.4829,-0.5161,-1.3090,1.4127%,1.5457%,16.4653%,-1.0169%
14593,28MAR2014,252,-0.1116%,0.0005,0.8858,0.4644,-0.5453,-1.2823,1.4084%,1.5396%,16.3203%,-0.5947%
14593,31MAR2014,252,-0.0224%,0.0005,0.8730,0.4128,-0.5464,-1.2485,1.4042%,1.5262%,15.3515%,-0.5026%
14593,01APR2014,252,0.9148%,0.0005,0.8690,0.4334,-0.5439,-1.2400,1.4048%,1.5271%,15.3694%,0.8753%
14593,02APR2014,252,0.1662%,0.0005,0.8727,0.4363,-0.5393,-1.2340,1.4040%,1.5269%,15.4435%,-0.1511%
14593,03APR2014,252,-0.6930%,0.0005,0.8673,0.4529,-0.5440,-1.2142,1.4034%,1.5261%,15.4395%,-0.9187%
14593,04APR2014,252,-1.2936%,0.0005,0.8632,0.4673,-0.5519,-1.1805,1.4051%,1.5269%,15.3152%,-1.1827%
14593,07APR2014,252,-1.5701%,0.0004,0.8678,0.4635,-0.5438,-1.1553,1.4086%,1.5301%,15.2494%,-1.6015%
14593,08APR2014,252,-0.0057%,0.0004,0.8648,0.4572,-0.5361,-1.1492,1.4095%,1.5301%,15.1441%,-0.8037%
14593,09APR2014,252,1.3144%,0.0004,0.8605,0.4388,-0.5642,-1.1156,1.4110%,1.5271%,14.6304%,1.2534%
14593,10APR2014,252,-1.2898%,0.0004,0.8670,0.4334,-0.5788,-1.1001,1.4117%,1.5294%,14.8017%,-0.7012%
14593,11APR2014,252,-0.7393%,0.0004,0.8648,0.4286,-0.5913,-1.0946,1.4108%,1.5287%,14.8226%,-0.0867%
14593,14APR2014,252,0.3984%,0.0004,0.8623,0.4284,-0.5918,-1.0923,1.4108%,1.5211%,13.9768%,-0.0722%
14593,15APR2014,252,-0.7131%,0.0003,0.8477,0.4438,-0.5969,-1.0981,1.4106%,1.5194%,13.8023%,-0.9493%
14593,16APR2014,252,0.2027%,0.0006,0.7639,0.4061,-0.6533,-0.9950,1.3847%,1.4776%,12.1697%,0.0604%
14593,17APR2014,252,1.1426%,0.0008,0.7401,0.4369,-0.6369,-0.9852,1.3775%,1.4684%,11.9963%,1.2412%
14593,21APR2014,252,1.1868%,0.0008,0.7423,0.4376,-0.6476,-0.9896,1.3780%,1.4695%,12.0573%,0.7080%
14593,22APR2014,252,0.0996%,0.0007,0.7326,0.4469,-0.6315,-0.9825,1.3743%,1.4643%,11.9198%,-0.1680%
14593,23APR2014,252,-1.3069%,0.0007,0.7242,0.4339,-0.6767,-0.9780,1.3723%,1.4630%,12.0102%,-0.5158%
14593,24APR2014,252,8.1982%,0.0010,0.7858,0.3679,-0.7711,-1.0937,1.4532%,1.5488%,11.9693%,7.7195%
14593,25APR2014,252,0.7344%,0.0010,0.7884,0.3600,-0.7668,-1.1090,1.4540%,1.5488%,11.8636%,0.9370%
14593,28APR2014,252,3.8728%,0.0010,0.8281,0.3517,-0.8203,-1.1883,1.4543%,1.5614%,13.2466%,2.2961%
14593,29APR2014,252,-0.2963%,0.0009,0.8042,0.3455,-0.8041,-1.1462,1.4506%,1.5505%,12.4795%,0.0425%
14593,30APR2014,252,-0.3782%,0.0009,0.7865,0.3204,-0.7984,-1.1006,1.4472%,1.5408%,11.7782%,-0.1592%
14593,01MAY2014,252,0.2355%,0.0008,0.7896,0.3306,-0.7949,-1.1069,1.4471%,1.5397%,11.6622%,0.2189%
14593,02MAY2014,252,0.1860%,0.0008,0.7814,0.3244,-0.7913,-1.1000,1.4466%,1.5376%,11.4852%,0.6420%
14593,05MAY2014,252,1.4142%,0.0009,0.7854,0.3096,-0.8177,-1.0964,1.4488%,1.5387%,11.3491%,1.4269%
14593,06MAY2014,252,-1.0899%,0.0008,0.7899,0.2737,-0.9060,-1.0949,1.4393%,1.5341%,11.9724%,-0.4868%
14593,07MAY2014,252,-0.3499%,0.0008,0.7936,0.2722,-0.8964,-1.0950,1.4387%,1.5339%,12.0312%,0.2912%
14593,08MAY2014,252,-0.1773%,0.0008,0.7895,0.2750,-0.8960,-1.0886,1.4386%,1.5327%,11.9036%,-0.0472%
14593,09MAY2014,252,-0.4163%,0.0008,0.7786,0.2496,-0.8916,-1.0623,1.4400%,1.5318%,11.6242%,-1.3029%
14593,12MAY2014,252,1.2446%,0.0009,0.7862,0.2780,-0.8931,-1.0719,1.4376%,1.5323%,11.9757%,0.6532%
14593,13MAY2014,252,0.1569%,0.0009,0.7911,0.2742,-0.8938,-1.0804,1.4370%,1.5322%,12.0334%,0.5097%
14593,14MAY2014,252,0.0185%,0.0009,0.8099,0.2819,-0.8603,-1.0764,1.4271%,1.5239%,12.2958%,-0.0945%
14593,15MAY2014,252,-0.8504%,0.0010,0.8152,0.2494,-0.8332,-1.0349,1.4139%,1.5089%,12.1956%,-0.7704%
14593,16MAY2014,252,1.4758%,0.0010,0.8167,0.2459,-0.8342,-1.0292,1.4137%,1.5093%,12.2685%,0.5788%
14593,19MAY2014,252,1.1849%,0.0011,0.8257,0.2607,-0.8124,-1.0283,1.4144%,1.5105%,12.3172%,1.4055%
14593,20MAY2014,252,0.0198%,0.0011,0.7991,0.2034,-0.8326,-0.9556,1.4126%,1.5048%,11.8694%,1.1571%
14593,21MAY2014,252,0.2646%,0.0012,0.8010,0.1994,-0.8366,-0.9563,1.4112%,1.5038%,11.9287%,0.1314%
14593,22MAY2014,252,0.1583%,0.0011,0.8139,0.2148,-0.8237,-0.9755,1.4098%,1.5037%,12.0904%,-0.4253%
14593,23MAY2014,252,1.1296%,0.0011,0.8148,0.2203,-0.8253,-0.9753,1.4105%,1.5049%,12.1567%,0.8082%
14593,27MAY2014,252,1.8726%,0.0011,0.8203,0.2333,-0.8278,-0.9786,1.4124%,1.5085%,12.3366%,1.5139%
14593,28MAY2014,252,-0.2589%,0.0012,0.8224,0.2480,-0.8100,-0.9768,1.4107%,1.5074%,12.4251%,0.2693%
14593,29MAY2014,252,1.8221%,0.0012,0.8319,0.2301,-0.8410,-0.9662,1.4115%,1.5105%,12.6773%,1.5998%
14593,30MAY2014,252,-0.3746%,0.0011,0.8284,0.2152,-0.8727,-0.9648,1.4086%,1.5086%,12.8128%,-0.0733%
14593,02JUN2014,252,-0.6872%,0.0011,0.8287,0.2181,-0.8740,-0.9673,1.4086%,1.5091%,12.8679%,-0.0542%
14593,03JUN2014,252,1.4141%,0.0012,0.8277,0.2113,-0.8633,-0.9599,1.4125%,1.5112%,12.6376%,1.8731%
14593,04JUN2014,252,1.1419%,0.0013,0.8252,0.2113,-0.8675,-0.9565,1.4136%,1.5121%,12.6133%,1.1188%
14593,05JUN2014,252,0.3924%,0.0013,0.8081,0.1864,-0.8762,-0.9334,1.4140%,1.5106%,12.3762%,-0.7791%
14593,06JUN2014,252,-0.2750%,0.0013,0.7972,0.1678,-0.8615,-0.8890,1.4131%,1.5072%,12.1019%,-1.0330%
14593,09JUN2014,252,1.6001%,0.0013,0.7977,0.1846,-0.8629,-0.9026,1.4133%,1.5094%,12.3284%,0.6224%
14593,10JUN2014,252,0.5870%,0.0013,0.7957,0.1961,-0.8537,-0.9041,1.4128%,1.5087%,12.3082%,0.4919%
14593,11JUN2014,252,-0.4138%,0.0013,0.7938,0.1976,-0.8594,-0.9068,1.4127%,1.5089%,12.3414%,-0.1127%
14593,12JUN2014,252,-1.6727%,0.0013,0.7961,0.1909,-0.8719,-0.9085,1.4138%,1.5108%,12.4303%,-1.2443%
14593,13JUN2014,252,-1.0944%,0.0012,0.7835,0.1969,-0.8609,-0.8970,1.4176%,1.5123%,12.1216%,-1.5684%
14593,16JUN2014,252,1.0079%,0.0013,0.7695,0.1816,-0.8931,-0.8782,1.4154%,1.5101%,12.1393%,0.3091%
14593,17JUN2014,252,-0.1301%,0.0013,0.7681,0.1773,-0.8994,-0.8763,1.4155%,1.5101%,12.1336%,-0.1317%
14593,18JUN2014,252,0.1086%,0.0013,0.7698,0.1881,-0.8953,-0.8815,1.4150%,1.5100%,12.1921%,-0.4324%
14593,19JUN2014,252,-0.3471%,0.0013,0.7480,0.1983,-0.8836,-0.8629,1.4139%,1.5039%,11.6173%,-0.3431%
14593,20JUN2014,252,-1.0342%,0.0013,0.7525,0.1959,-0.8891,-0.8719,1.4153%,1.5023%,11.2534%,-0.8650%
14593,23JUN2014,252,-0.0880%,0.0014,0.7684,0.2142,-0.8955,-0.9140,1.4112%,1.5011%,11.6218%,-0.0714%
14593,24JUN2014,252,-0.6055%,0.0015,0.7332,0.2243,-0.9529,-0.9099,1.4003%,1.4912%,11.8134%,-0.6237%
14593,25JUN2014,252,0.0886%,0.0015,0.7311,0.2232,-0.9684,-0.9149,1.4000%,1.4911%,11.8474%,0.0898%
14593,26JUN2014,252,0.5976%,0.0015,0.7371,0.1803,-0.9863,-0.8873,1.3980%,1.4890%,11.8437%,0.8999%
14593,27JUN2014,252,1.1881%,0.0016,0.7397,0.2079,-0.9594,-0.8896,1.3964%,1.4880%,11.9403%,0.5766%
14593,30JUN2014,252,1.0328%,0.0016,0.7375,0.2141,-0.9484,-0.8857,1.3977%,1.4886%,11.8378%,1.1592%
14593,01JUL2014,252,0.6349%,0.0015,0.7309,0.1749,-0.9569,-0.8827,1.3877%,1.4768%,11.7032%,-0.1847%
14593,02JUL2014,252,-0.0428%,0.0014,0.7348,0.1756,-0.9564,-0.8830,1.3811%,1.4712%,11.8666%,-0.1953%
14593,03JUL2014,252,0.5884%,0.0014,0.7355,0.1759,-0.9550,-0.8836,1.3811%,1.4712%,11.8709%,0.2567%
14593,07JUL2014,252,2.0610%,0.0016,0.7245,0.1075,-0.9347,-0.8338,1.3908%,1.4745%,11.0307%,2.9344%
14593,08JUL2014,252,-0.6440%,0.0016,0.7250,0.0997,-0.9272,-0.8271,1.3899%,1.4747%,11.1665%,0.4961%
14593,09JUL2014,252,0.0420%,0.0015,0.7124,0.1011,-0.9434,-0.8243,1.3869%,1.4715%,11.1622%,-0.1075%
14593,10JUL2014,252,-0.3722%,0.0016,0.7184,0.1133,-0.9596,-0.8470,1.3846%,1.4714%,11.4566%,0.0269%
14593,11JUL2014,252,0.1947%,0.0016,0.7204,0.1149,-0.9576,-0.8495,1.3847%,1.4689%,11.1404%,-0.1392%
14593,14JUL2014,252,1.2917%,0.0016,0.7218,0.1099,-0.9619,-0.8433,1.3861%,1.4704%,11.1259%,1.1660%
14593,15JUL2014,252,-1.1716%,0.0016,0.7211,0.1118,-0.9758,-0.8433,1.3864%,1.4729%,11.4004%,-0.2756%
14593,16JUL2014,252,-0.5665%,0.0016,0.7167,0.1162,-0.9799,-0.8378,1.3868%,1.4734%,11.4123%,-0.4683%
14593,17JUL2014,252,-1.7832%,0.0015,0.7327,0.1153,-0.9846,-0.8420,1.3892%,1.4786%,11.7323%,-1.1525%
14593,18JUL2014,252,1.4396%,0.0015,0.7341,0.1065,-1.0270,-0.8490,1.3882%,1.4807%,12.1086%,0.5393%
14593,21JUL2014,252,-0.5200%,0.0015,0.7344,0.1081,-1.0119,-0.8457,1.3852%,1.4772%,12.0609%,-0.0643%
14593,22JUL2014,252,0.8314%,0.0015,0.7356,0.1054,-1.0217,-0.8483,1.3849%,1.4777%,12.1610%,0.3287%
14593,23JUL2014,252,2.6077%,0.0016,0.7415,0.1169,-1.0412,-0.8759,1.3834%,1.4805%,12.6902%,1.4777%
14593,24JUL2014,252,-0.1646%,0.0014,0.7756,0.1675,-0.9702,-0.9208,1.3456%,1.4476%,13.5907%,-0.2481%
14593,25JUL2014,252,0.6606%,0.0015,0.7767,0.1799,-0.9814,-0.9349,1.3439%,1.4473%,13.7758%,1.1086%
14593,28JUL2014,252,1.3812%,0.0015,0.7783,0.1760,-0.9692,-0.9364,1.3469%,1.4490%,13.6012%,1.5947%
14593,29JUL2014,252,-0.6463%,0.0014,0.7840,0.1620,-0.9199,-0.9092,1.3486%,1.4475%,13.1918%,-1.3907%
14593,30JUL2014,252,-0.2338%,0.0014,0.7823,0.1547,-0.9009,-0.8983,1.3494%,1.4462%,12.9411%,-0.8117%
14593,31JUL2014,252,-2.5981%,0.0013,0.8149,0.1380,-0.9278,-0.9163,1.3516%,1.4567%,13.9063%,-1.1468%
14593,01AUG2014,252,0.5544%,0.0013,0.8026,0.1336,-0.9315,-0.9017,1.3527%,1.4561%,13.6927%,1.0699%
14593,04AUG2014,252,-0.5617%,0.0012,0.8032,0.1580,-0.9083,-0.9272,1.3521%,1.4551%,13.6622%,-0.8657%
14593,05AUG2014,252,-0.4917%,0.0012,0.8106,0.1316,-0.9093,-0.9160,1.3507%,1.4533%,13.6236%,-0.4111%
14593,06AUG2014,252,-0.1682%,0.0012,0.8035,0.1169,-0.9244,-0.9064,1.3501%,1.4519%,13.5330%,-0.5210%
14593,07AUG2014,252,-0.0105%,0.0012,0.8005,0.1156,-0.9267,-0.9040,1.3502%,1.4519%,13.5206%,0.3926%
14593,08AUG2014,252,0.2752%,0.0012,0.7898,0.1234,-0.9171,-0.8952,1.3507%,1.4517%,13.4353%,-0.6989%
14593,11AUG2014,252,1.3194%,0.0013,0.7824,0.1314,-0.9266,-0.8922,1.3482%,1.4501%,13.5524%,0.6922%
14593,12AUG2014,252,-0.0208%,0.0012,0.7804,0.0955,-0.9195,-0.8621,1.3408%,1.4403%,13.3403%,0.4237%
14593,13AUG2014,252,1.3233%,0.0011,0.7673,0.1203,-0.8999,-0.8435,1.3126%,1.4127%,13.6661%,1.2630%
14593,14AUG2014,252,0.2674%,0.0010,0.7745,0.0978,-0.9260,-0.8335,1.3061%,1.4087%,14.0361%,-0.3101%
14593,15AUG2014,252,0.4923%,0.0010,0.7768,0.0907,-0.9316,-0.8230,1.3063%,1.4088%,14.0227%,0.6931%
14593,18AUG2014,252,1.2043%,0.0009,0.7952,0.0915,-0.9454,-0.8534,1.3031%,1.4096%,14.5405%,0.3586%
14593,19AUG2014,252,1.3816%,0.0009,0.8054,0.0951,-0.9272,-0.8586,1.3035%,1.4105%,14.6072%,0.8950%
14593,20AUG2014,252,0.0398%,0.0010,0.8029,0.1217,-0.9004,-0.8518,1.3003%,1.4075%,14.6510%,0.2161%
14593,21AUG2014,252,0.0099%,0.0009,0.8096,0.1253,-0.8901,-0.8596,1.3000%,1.4075%,14.6973%,0.1818%
14593,22AUG2014,252,0.7357%,0.0010,0.8106,0.1309,-0.8902,-0.8602,1.3000%,1.4080%,14.7541%,0.5271%
14593,25AUG2014,252,0.2171%,0.0010,0.8219,0.1233,-0.9048,-0.8766,1.2979%,1.4076%,14.9846%,0.1353%
14593,26AUG2014,252,-0.6411%,0.0010,0.8186,0.0996,-0.8946,-0.8543,1.3011%,1.4084%,14.6625%,-1.3675%
14593,27AUG2014,252,1.2301%,0.0011,0.7816,0.0639,-0.9673,-0.8633,1.2929%,1.3971%,14.3552%,1.4199%
14593,28AUG2014,252,0.1175%,0.0011,0.7809,0.0604,-0.9709,-0.8640,1.2927%,1.3970%,14.3639%,0.4231%
14593,29AUG2014,252,0.2445%,0.0011,0.7804,0.0605,-0.9715,-0.8632,1.2927%,1.3970%,14.3647%,0.0622%
14593,02SEP2014,252,0.7805%,0.0012,0.7769,0.0346,-1.0007,-0.8605,1.2915%,1.3958%,14.3898%,0.8681%
14593,03SEP2014,252,-4.2207%,0.0010,0.7854,0.0767,-1.0187,-0.8982,1.3156%,1.4230%,14.5209%,-3.9557%
14593,04SEP2014,252,-0.8288%,0.0009,0.7750,0.0922,-0.9927,-0.8936,1.3144%,1.4192%,14.2194%,-1.1913%
14593,05SEP2014,252,0.8663%,0.0010,0.7766,0.0901,-0.9855,-0.8883,1.3148%,1.4189%,14.1446%,0.7629%
14593,08SEP2014,252,-0.6163%,0.0009,0.7831,0.0823,-0.9762,-0.8891,1.3157%,1.4195%,14.0835%,-0.7759%
14593,09SEP2014,252,-0.3762%,0.0009,0.7736,0.0771,-0.9756,-0.8769,1.3156%,1.4169%,13.7855%,0.3645%
14593,10SEP2014,252,3.0717%,0.0011,0.7894,0.0695,-0.9817,-0.8630,1.3157%,1.4206%,14.2224%,2.2979%
14593,11SEP2014,252,0.4257%,0.0013,0.8146,0.0400,-0.9936,-0.8790,1.2642%,1.3758%,15.5554%,0.3431%
14593,12SEP2014,252,0.2268%,0.0013,0.8187,0.0495,-0.9764,-0.8854,1.2631%,1.3746%,15.5689%,0.4237%
14593,15SEP2014,252,-0.0295%,0.0014,0.8239,0.0513,-0.9659,-0.8901,1.2568%,1.3698%,15.8272%,0.7802%
14593,16SEP2014,252,-0.7576%,0.0014,0.8332,0.0437,-0.9191,-0.8782,1.2430%,1.3545%,15.7891%,-0.8057%
14593,17SEP2014,252,0.7139%,0.0014,0.8309,0.0389,-0.9220,-0.8748,1.2428%,1.3536%,15.7033%,0.4276%
14593,18SEP2014,252,0.2067%,0.0014,0.8267,0.0400,-0.9191,-0.8701,1.2429%,1.3484%,15.0465%,-0.1394%
14593,19SEP2014,252,-0.8154%,0.0013,0.8321,0.0622,-0.8801,-0.8765,1.2417%,1.3468%,14.9920%,-0.6011%
14593,22SEP2014,252,0.0990%,0.0014,0.8155,0.0591,-0.8774,-0.8580,1.2427%,1.3446%,14.5769%,0.9764%
14593,23SEP2014,252,1.5634%,0.0013,0.7935,-0.0042,-0.8138,-0.7379,1.2184%,1.3130%,13.8876%,2.2660%
14593,24SEP2014,252,-0.8671%,0.0012,0.7694,0.0261,-0.7196,-0.7084,1.2265%,1.3143%,12.9095%,-2.1556%
14593,25SEP2014,252,-3.8133%,0.0011,0.8278,0.0038,-0.7145,-0.7381,1.2370%,1.3337%,13.9712%,-2.6384%
14593,26SEP2014,252,2.9427%,0.0012,0.8384,-0.0156,-0.7260,-0.7198,1.2460%,1.3442%,14.0805%,2.5032%
14593,29SEP2014,252,-0.6352%,0.0011,0.8401,-0.0147,-0.7122,-0.7181,1.2468%,1.3440%,13.9371%,-0.6668%
14593,30SEP2014,252,0.6393%,0.0012,0.8273,-0.0198,-0.7111,-0.7019,1.2469%,1.3414%,13.5857%,0.9384%
14593,01OCT2014,252,-1.5583%,0.0011,0.8286,-0.0336,-0.7257,-0.7115,1.2425%,1.3387%,13.8519%,-0.4720%
14593,02OCT2014,252,0.7260%,0.0011,0.8287,-0.0306,-0.7246,-0.7127,1.2425%,1.3391%,13.9123%,0.1893%
14593,03OCT2014,252,-0.2803%,0.0011,0.8064,-0.0025,-0.6894,-0.7049,1.2445%,1.3364%,13.2856%,-1.1783%
14593,06OCT2014,252,0.0000%,0.0011,0.8074,-0.0048,-0.6857,-0.7013,1.2443%,1.3364%,13.3003%,0.2585%
14593,07OCT2014,252,-0.8733%,0.0011,0.8010,-0.0037,-0.6725,-0.6763,1.2427%,1.3370%,13.6092%,0.5450%
14593,08OCT2014,252,2.0760%,0.0011,0.8121,-0.0011,-0.6585,-0.6926,1.2429%,1.3388%,13.8110%,0.8702%
14593,09OCT2014,252,0.2182%,0.0012,0.7626,-0.0160,-0.7209,-0.6494,1.2438%,1.3373%,13.4895%,1.7521%
14593,10OCT2014,252,-0.2871%,0.0012,0.7591,-0.0121,-0.7028,-0.6376,1.2443%,1.3373%,13.4274%,0.8089%
14593,13OCT2014,252,-0.9133%,0.0012,0.7592,-0.0165,-0.7061,-0.6367,1.2442%,1.3386%,13.6077%,0.0805%
14593,14OCT2014,252,-1.0620%,0.0011,0.7376,-0.0585,-0.7022,-0.5692,1.2501%,1.3405%,13.0220%,-1.8798%
14593,15OCT2014,252,-1.2253%,0.0010,0.7547,-0.1100,-0.6215,-0.5166,1.2550%,1.3430%,12.6737%,-2.0469%
14593,16OCT2014,252,-1.3123%,0.0009,0.7537,-0.1507,-0.6530,-0.4979,1.2582%,1.3460%,12.6127%,-1.3738%
14593,17OCT2014,252,1.4648%,0.0010,0.7574,-0.1772,-0.6649,-0.4818,1.2590%,1.3482%,12.7911%,0.8299%
14593,20OCT2014,252,2.1399%,0.0010,0.7684,-0.1821,-0.6843,-0.4976,1.2607%,1.3533%,13.2086%,1.2716%
14593,21OCT2014,252,2.7165%,0.0009,0.7932,-0.1940,-0.6824,-0.5037,1.2547%,1.3552%,14.2760%,1.3022%
14593,22OCT2014,252,0.5075%,0.0010,0.7760,-0.2084,-0.6751,-0.4677,1.2565%,1.3551%,14.0243%,1.5650%
14593,23OCT2014,252,1.7866%,0.0010,0.7845,-0.2085,-0.6680,-0.4647,1.2558%,1.3580%,14.4805%,0.6457%
14593,24OCT2014,252,0.3720%,0.0010,0.7826,-0.2127,-0.6626,-0.4609,1.2547%,1.3561%,14.3901%,0.1780%
14593,27OCT2014,252,-0.1045%,0.0010,0.7944,-0.2206,-0.6659,-0.4774,1.2506%,1.3538%,14.6689%,-0.0039%
14593,28OCT2014,252,1.5508%,0.0010,0.8009,-0.2045,-0.6542,-0.4847,1.2509%,1.3561%,14.9119%,0.7096%
14593,29OCT2014,252,0.5621%,0.0012,0.8057,-0.2110,-0.6371,-0.4640,1.2384%,1.3460%,15.3533%,1.1127%
14593,30OCT2014,252,-0.3354%,0.0011,0.8021,-0.1969,-0.6319,-0.4503,1.2347%,1.3434%,15.5240%,-1.0931%
14593,31OCT2014,252,0.9534%,0.0011,0.7996,-0.1987,-0.6376,-0.4466,1.2345%,1.3438%,15.6109%,0.1611%
14593,03NOV2014,252,1.2963%,0.0012,0.7988,-0.2128,-0.6404,-0.4362,1.2358%,1.3450%,15.5720%,1.3465%
14593,04NOV2014,252,-0.7313%,0.0011,0.8013,-0.2245,-0.6457,-0.4407,1.2348%,1.3443%,15.6350%,-0.3638%
14593,05NOV2014,252,0.2394%,0.0011,0.8013,-0.2247,-0.6434,-0.4395,1.2348%,1.3441%,15.6039%,0.2051%
14593,06NOV2014,252,0.2848%,0.0011,0.8215,-0.2362,-0.6454,-0.4823,1.2328%,1.3438%,15.8377%,-0.2825%
14593,07NOV2014,252,0.2852%,0.0012,0.8148,-0.2358,-0.6521,-0.4991,1.2309%,1.3391%,15.4961%,0.0757%
