PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,b_umd,ivol,tvol,R2,exret
14593,11MAY2016,252,-0.9741%,-0.0011,1.1236,-0.3400,-0.4216,-0.0560,1.2536%,1.7522%,48.8167%,0.2589%
14593,12MAY2016,252,-2.3457%,-0.0011,1.1213,-0.3301,-0.4319,-0.0666,1.2611%,1.7579%,48.5321%,-2.3130%
14593,13MAY2016,252,0.1992%,-0.0012,1.1116,-0.3290,-0.4420,-0.0745,1.2607%,1.7512%,48.1745%,0.9697%
14593,16MAY2016,252,3.7119%,-0.0010,1.1184,-0.3272,-0.4577,-0.0838,1.2715%,1.7677%,48.2602%,2.5409%
14593,17MAY2016,252,-0.4154%,-0.0010,1.1109,-0.3544,-0.4701,-0.0985,1.2706%,1.7662%,48.2475%,0.5397%
14593,18MAY2016,252,1.1445%,-0.0010,1.1146,-0.3380,-0.4415,-0.0872,1.2745%,1.7679%,48.0265%,1.5284%
14593,19MAY2016,252,-0.3807%,-0.0010,1.1149,-0.3375,-0.4405,-0.0868,1.2745%,1.7680%,48.0320%,-0.2278%
14593,20MAY2016,252,1.0828%,-0.0010,1.1157,-0.3284,-0.4389,-0.0854,1.2740%,1.7682%,48.0854%,0.3324%
14593,23MAY2016,252,1.2707%,-0.0010,1.1141,-0.3257,-0.4465,-0.0905,1.2753%,1.7692%,48.0387%,1.3795%
14593,24MAY2016,252,1.5244%,-0.0010,1.1115,-0.3237,-0.4460,-0.0896,1.2739%,1.7672%,48.0342%,0.0178%
14593,25MAY2016,252,1.7569%,-0.0010,1.1079,-0.3377,-0.4487,-0.1017,1.2742%,1.7667%,47.9786%,0.9958%
14593,26MAY2016,252,0.7930%,-0.0009,1.1077,-0.3401,-0.4543,-0.1024,1.2750%,1.7675%,47.9661%,0.6244%
14593,27MAY2016,252,-0.0598%,-0.0009,1.1061,-0.3421,-0.4536,-0.1024,1.2752%,1.7663%,47.8785%,-0.5856%
14593,31MAY2016,252,-0.4883%,-0.0010,1.1066,-0.3439,-0.4509,-0.1009,1.2754%,1.7664%,47.8604%,-0.5306%
14593,01JUN2016,252,-1.4020%,-0.0010,1.1051,-0.3572,-0.4522,-0.1036,1.2785%,1.7682%,47.7210%,-1.4994%
14593,02JUN2016,252,-0.7516%,-0.0011,1.1053,-0.3571,-0.4392,-0.0977,1.2808%,1.7686%,47.5526%,-1.3459%
14593,03JUN2016,252,0.2047%,-0.0010,1.1064,-0.3566,-0.4381,-0.0958,1.2813%,1.7684%,47.5079%,0.5959%
14593,06JUN2016,252,0.7251%,-0.0010,1.1070,-0.3501,-0.4354,-0.0960,1.2814%,1.7689%,47.5218%,0.3014%
14593,07JUN2016,252,0.4056%,-0.0010,1.1079,-0.3483,-0.4337,-0.0951,1.2817%,1.7688%,47.4910%,0.3703%
14593,08JUN2016,252,-0.0909%,-0.0010,1.1073,-0.3511,-0.4343,-0.0962,1.2818%,1.7688%,47.4848%,-0.3308%
14593,09JUN2016,252,0.7176%,-0.0010,1.1071,-0.3547,-0.4351,-0.0932,1.2833%,1.7678%,47.3038%,0.8869%
14593,10JUN2016,252,-0.8229%,-0.0009,1.1067,-0.3552,-0.4343,-0.0907,1.2832%,1.7684%,47.3424%,0.2777%
14593,13JUN2016,252,-1.5076%,-0.0010,1.1081,-0.3519,-0.4338,-0.0902,1.2836%,1.7695%,47.3756%,-0.6249%
14593,14JUN2016,252,0.1233%,-0.0010,1.1085,-0.3522,-0.4356,-0.0903,1.2835%,1.7695%,47.3891%,0.1785%
14593,15JUN2016,252,-0.3283%,-0.0010,1.1085,-0.3525,-0.4355,-0.0902,1.2835%,1.7692%,47.3665%,-0.1928%
14593,16JUN2016,252,0.4221%,-0.0010,1.1083,-0.3579,-0.4434,-0.0926,1.2828%,1.7694%,47.4414%,-0.1168%
14593,17JUN2016,252,-2.2758%,-0.0010,1.1135,-0.3553,-0.4576,-0.0873,1.2860%,1.7745%,47.4771%,-1.6657%
14593,20JUN2016,252,-0.2413%,-0.0010,1.1111,-0.3601,-0.4599,-0.0879,1.2867%,1.7736%,47.3645%,-0.8403%
14593,21JUN2016,252,0.8517%,-0.0010,1.1121,-0.3641,-0.4542,-0.0855,1.2876%,1.7737%,47.3032%,0.6688%
14593,22JUN2016,252,-0.3754%,-0.0010,1.1124,-0.3618,-0.4525,-0.0849,1.2875%,1.7736%,47.3086%,-0.2301%
14593,23JUN2016,252,0.5756%,-0.0011,1.1148,-0.3652,-0.4580,-0.0838,1.2828%,1.7731%,47.6603%,-0.7329%
14593,24JUN2016,252,-2.8096%,-0.0010,1.1011,-0.3652,-0.4723,-0.0845,1.2845%,1.7812%,47.9946%,0.9868%
14593,27JUN2016,252,-1.4561%,-0.0010,1.0988,-0.3700,-0.4732,-0.0819,1.2847%,1.7830%,48.0834%,0.3709%
14593,28JUN2016,252,1.6840%,-0.0010,1.1026,-0.3624,-0.4704,-0.0779,1.2842%,1.7835%,48.1521%,-0.4366%
14593,29JUN2016,252,0.8655%,-0.0011,1.0962,-0.3674,-0.4694,-0.0789,1.2856%,1.7838%,48.0617%,-1.0903%
14593,30JUN2016,252,1.2712%,-0.0011,1.0967,-0.3635,-0.4673,-0.0785,1.2855%,1.7847%,48.1149%,0.0899%
14593,01JUL2016,252,0.3033%,-0.0011,1.0963,-0.3655,-0.4691,-0.0797,1.2855%,1.7849%,48.1281%,-0.0527%
14593,05JUL2016,252,-0.9386%,-0.0011,1.0977,-0.3585,-0.4583,-0.0796,1.2861%,1.7856%,48.1251%,-0.7321%
14593,06JUL2016,252,0.5685%,-0.0011,1.0984,-0.3693,-0.4676,-0.0845,1.2844%,1.7860%,48.2864%,-0.1524%
14593,07JUL2016,252,0.4292%,-0.0010,1.0955,-0.3670,-0.4680,-0.0853,1.2845%,1.7799%,47.9199%,0.4058%
14593,08JUL2016,252,0.7713%,-0.0010,1.0954,-0.3675,-0.4685,-0.0845,1.2773%,1.7763%,48.2948%,-0.5557%
14593,11JUL2016,252,0.3103%,-0.0010,1.0876,-0.3735,-0.4678,-0.0927,1.2745%,1.7680%,48.0382%,0.1628%
14593,12JUL2016,252,0.4537%,-0.0010,1.0860,-0.3684,-0.4604,-0.0920,1.2741%,1.7638%,47.8188%,0.1945%
14593,13JUL2016,252,-0.5646%,-0.0010,1.0862,-0.3670,-0.4626,-0.0934,1.2740%,1.7641%,47.8409%,-0.3972%
14593,14JUL2016,252,1.9820%,-0.0010,1.0870,-0.3690,-0.4612,-0.1005,1.2758%,1.7676%,47.9098%,1.4140%
14593,15JUL2016,252,-0.0101%,-0.0010,1.0858,-0.3670,-0.4589,-0.1009,1.2757%,1.7654%,47.7831%,0.1456%
14593,18JUL2016,252,1.0630%,-0.0010,1.0859,-0.3643,-0.4575,-0.1016,1.2764%,1.7659%,47.7565%,0.6529%
14593,19JUL2016,252,0.0401%,-0.0011,1.0840,-0.3506,-0.4461,-0.1041,1.2723%,1.7615%,47.8277%,0.1270%
14593,20JUL2016,252,0.0901%,-0.0011,1.0835,-0.3495,-0.4355,-0.1002,1.2728%,1.7606%,47.7316%,-0.7527%
14593,21JUL2016,252,-0.5302%,-0.0009,1.0893,-0.3113,-0.3934,-0.0688,1.2515%,1.7412%,48.3381%,-0.1819%
14593,22JUL2016,252,-0.7744%,-0.0010,1.0879,-0.3136,-0.3919,-0.0704,1.2533%,1.7417%,48.2241%,-1.2458%
14593,25JUL2016,252,-1.3379%,-0.0010,1.0914,-0.3066,-0.3875,-0.0691,1.2544%,1.7433%,48.2278%,-1.1573%
14593,26JUL2016,252,-0.6883%,-0.0010,1.0896,-0.3129,-0.3918,-0.0711,1.2542%,1.7418%,48.1542%,-0.4614%
14593,27JUL2016,252,6.4963%,-0.0007,1.0780,-0.3065,-0.4553,-0.1114,1.3209%,1.7899%,45.5386%,6.5906%
14593,28JUL2016,252,1.3502%,-0.0007,1.0798,-0.3230,-0.4612,-0.1174,1.3206%,1.7920%,45.6892%,0.8804%
14593,29JUL2016,252,-0.1246%,-0.0006,1.0799,-0.3219,-0.4628,-0.1173,1.3201%,1.7918%,45.7167%,-0.3045%
14593,01AUG2016,252,1.7657%,-0.0006,1.0780,-0.3174,-0.4879,-0.1210,1.3233%,1.7946%,45.6231%,1.5748%
14593,02AUG2016,252,-1.4804%,-0.0005,1.0793,-0.3172,-0.4889,-0.1151,1.3180%,1.7909%,45.8379%,-0.7699%
14593,03AUG2016,252,1.2538%,-0.0003,1.0791,-0.3054,-0.4800,-0.1138,1.3061%,1.7813%,46.2392%,1.1382%
14593,04AUG2016,252,0.6144%,-0.0003,1.0790,-0.3047,-0.4808,-0.1135,1.3064%,1.7813%,46.2088%,0.4646%
14593,05AUG2016,252,1.5207%,-0.0003,1.0912,-0.2851,-0.4978,-0.1025,1.3031%,1.7838%,46.6375%,0.9346%
14593,08AUG2016,252,0.8281%,-0.0003,1.0908,-0.2800,-0.4893,-0.1032,1.3045%,1.7844%,46.5581%,1.1042%
14593,09AUG2016,252,0.4060%,-0.0004,1.0851,-0.2765,-0.4965,-0.0903,1.2956%,1.7698%,46.4093%,0.2564%
14593,10AUG2016,252,-0.7444%,-0.0003,1.0718,-0.2705,-0.4720,-0.0879,1.2721%,1.7397%,46.5336%,-0.5795%
14593,11AUG2016,252,-0.0648%,-0.0003,1.0735,-0.2602,-0.4572,-0.0766,1.2702%,1.7370%,46.5211%,-0.6558%
14593,12AUG2016,252,0.2316%,-0.0003,1.0730,-0.2603,-0.4588,-0.0779,1.2703%,1.7370%,46.5179%,0.2246%
14593,15AUG2016,252,1.2017%,-0.0003,1.0724,-0.2519,-0.4571,-0.0804,1.2718%,1.7381%,46.4612%,1.0720%
14593,16AUG2016,252,-0.0913%,-0.0003,1.0700,-0.2552,-0.4518,-0.0817,1.2725%,1.7369%,46.3238%,0.6887%
14593,17AUG2016,252,-0.1463%,-0.0003,1.0696,-0.2548,-0.4521,-0.0821,1.2726%,1.7366%,46.2977%,-0.2737%
14593,18AUG2016,252,-0.1282%,-0.0003,1.0687,-0.2559,-0.4531,-0.0813,1.2724%,1.7347%,46.1969%,-0.1972%
14593,19AUG2016,252,0.2567%,-0.0003,1.0732,-0.2535,-0.4557,-0.0796,1.2722%,1.7299%,45.9186%,0.3151%
14593,22AUG2016,252,-0.7772%,-0.0002,1.0455,-0.1759,-0.4216,-0.0689,1.2634%,1.6867%,43.8922%,-0.8614%
14593,23AUG2016,252,0.3133%,-0.0003,1.0721,-0.1783,-0.4102,-0.0576,1.2597%,1.6792%,43.7275%,0.0916%
14593,24AUG2016,252,-0.7533%,-0.0004,1.0794,-0.2020,-0.4084,-0.0648,1.2544%,1.6796%,44.2251%,-0.0624%
14593,25AUG2016,252,-0.4258%,-0.0004,1.0541,-0.1652,-0.3940,-0.0662,1.2509%,1.6407%,41.8766%,-0.0795%
14593,26AUG2016,252,-0.5857%,-0.0004,1.0511,-0.1562,-0.3905,-0.0612,1.2508%,1.6306%,41.1587%,-0.4700%
14593,29AUG2016,252,-0.1122%,-0.0005,1.0504,-0.1587,-0.3928,-0.0611,1.2512%,1.6305%,41.1177%,-0.5617%
14593,30AUG2016,252,-0.7676%,-0.0005,1.0570,-0.1757,-0.4121,-0.0601,1.2501%,1.6310%,41.2523%,-0.5155%
14593,31AUG2016,252,0.0943%,-0.0004,1.0371,-0.1652,-0.4155,-0.0610,1.2469%,1.6063%,39.7435%,0.3500%
14593,01SEP2016,252,0.5938%,-0.0005,1.0150,-0.1530,-0.3963,-0.0687,1.2398%,1.5839%,38.7265%,0.4109%
14593,02SEP2016,252,0.9369%,-0.0004,1.0165,-0.1541,-0.3797,-0.0684,1.2358%,1.5811%,38.9009%,0.5992%
14593,06SEP2016,252,-0.0279%,-0.0005,1.0192,-0.1610,-0.3760,-0.0689,1.2359%,1.5798%,38.8006%,-0.4898%
14593,07SEP2016,252,0.6128%,-0.0004,1.0175,-0.1545,-0.3745,-0.0695,1.2365%,1.5705%,38.0135%,0.5874%
14593,08SEP2016,252,-2.6209%,-0.0005,1.0191,-0.1549,-0.3872,-0.0671,1.2441%,1.5745%,37.5732%,-2.2617%
14593,09SEP2016,252,-2.2650%,-0.0005,1.0097,-0.1512,-0.3791,-0.0701,1.2400%,1.5749%,38.0029%,0.3112%
14593,12SEP2016,252,2.2399%,-0.0006,1.0105,-0.1522,-0.3789,-0.0743,1.2395%,1.5785%,38.3416%,0.6087%
14593,13SEP2016,252,2.3805%,-0.0005,0.9850,-0.1777,-0.4151,-0.0959,1.2580%,1.5845%,36.9668%,3.6912%
14593,14SEP2016,252,3.5387%,-0.0003,0.9858,-0.1839,-0.4506,-0.1001,1.2757%,1.5993%,36.3765%,3.3370%
14593,15SEP2016,252,3.3998%,-0.0002,0.9987,-0.1805,-0.4567,-0.0991,1.2831%,1.6135%,36.7653%,2.2630%
14593,16SEP2016,252,-0.5624%,-0.0001,0.9982,-0.1503,-0.4854,-0.0906,1.2743%,1.6082%,37.2173%,-0.3399%
14593,19SEP2016,252,-1.1660%,-0.0002,1.0055,-0.1718,-0.4854,-0.0968,1.2746%,1.6097%,37.3062%,-1.0792%
14593,20SEP2016,252,-0.0088%,-0.0003,1.0002,-0.1512,-0.5067,-0.0993,1.2703%,1.6068%,37.4991%,-0.2302%
14593,21SEP2016,252,-0.0176%,-0.0003,0.9934,-0.1574,-0.5150,-0.1064,1.2714%,1.6037%,37.1468%,-0.8918%
14593,22SEP2016,252,0.9423%,-0.0003,0.9918,-0.1593,-0.5215,-0.1180,1.2692%,1.6039%,37.3812%,0.3286%
14593,23SEP2016,252,-1.6664%,-0.0004,1.0004,-0.1629,-0.5238,-0.1127,1.2691%,1.6070%,37.6399%,-1.2402%
14593,26SEP2016,252,0.1508%,-0.0004,0.9966,-0.1495,-0.5410,-0.1126,1.2696%,1.6070%,37.5827%,0.8584%
14593,27SEP2016,252,0.1860%,-0.0005,1.0121,-0.1505,-0.5558,-0.1098,1.2678%,1.6021%,37.3724%,-0.7326%
14593,28SEP2016,252,0.7605%,-0.0004,1.0139,-0.1730,-0.5213,-0.1084,1.2577%,1.5912%,37.5232%,0.8671%
14593,29SEP2016,252,-1.5533%,-0.0003,1.0265,-0.1855,-0.5330,-0.1081,1.2561%,1.5928%,37.8080%,-0.3109%
14593,30SEP2016,252,0.7755%,-0.0003,1.0288,-0.1904,-0.5326,-0.1063,1.2552%,1.5930%,37.9149%,0.0883%
14593,03OCT2016,252,-0.4688%,-0.0003,1.0350,-0.2068,-0.5648,-0.1253,1.2521%,1.5927%,38.1978%,-0.2805%
14593,04OCT2016,252,0.4266%,-0.0002,1.0399,-0.2003,-0.5552,-0.1312,1.2507%,1.5927%,38.3336%,0.9275%
14593,05OCT2016,252,0.0443%,-0.0002,1.0506,-0.1873,-0.5740,-0.1120,1.2474%,1.5925%,38.6436%,-0.1574%
14593,06OCT2016,252,0.7430%,-0.0001,1.0568,-0.1696,-0.5680,-0.1035,1.2456%,1.5928%,38.8464%,1.0022%
14593,07OCT2016,252,0.1493%,-0.0001,1.0584,-0.1744,-0.5564,-0.1117,1.2412%,1.5910%,39.1408%,0.5889%
14593,10OCT2016,252,1.7447%,-0.0001,1.0591,-0.1581,-0.5230,-0.1035,1.2389%,1.5877%,39.1099%,1.3255%
14593,11OCT2016,252,0.2154%,0.0000,1.0494,-0.1709,-0.5121,-0.1036,1.2434%,1.5874%,38.6448%,1.7410%
14593,12OCT2016,252,0.8942%,0.0000,1.0549,-0.1585,-0.5120,-0.0962,1.2430%,1.5883%,38.7574%,1.0213%
14593,13OCT2016,252,-0.3068%,0.0000,1.0512,-0.1620,-0.5133,-0.1015,1.2418%,1.5858%,38.6859%,-0.2877%
14593,14OCT2016,252,0.5556%,0.0001,1.0522,-0.1640,-0.5056,-0.0987,1.2428%,1.5835%,38.4029%,0.8111%
14593,17OCT2016,252,-0.0680%,0.0001,1.0570,-0.1734,-0.5099,-0.0949,1.2403%,1.5828%,38.5899%,0.3588%
14593,18OCT2016,252,-0.0681%,0.0001,1.0538,-0.1720,-0.5068,-0.0967,1.2409%,1.5824%,38.4993%,-0.7367%
14593,19OCT2016,252,-0.2979%,-0.0000,1.0617,-0.1781,-0.5489,-0.0936,1.2307%,1.5785%,39.2062%,-0.1120%
14593,20OCT2016,252,-0.0512%,-0.0000,1.0630,-0.1689,-0.5451,-0.0915,1.2302%,1.5785%,39.2555%,0.0071%
14593,21OCT2016,252,-0.3930%,-0.0001,1.0636,-0.1664,-0.5406,-0.0895,1.2309%,1.5758%,38.9913%,-0.6298%
14593,24OCT2016,252,0.9005%,-0.0001,1.0506,-0.1654,-0.5310,-0.0983,1.2261%,1.5648%,38.6087%,0.2702%
14593,25OCT2016,252,0.5100%,0.0001,1.0578,-0.1839,-0.5515,-0.0795,1.2102%,1.5519%,39.1830%,1.0184%
14593,26OCT2016,252,-2.2495%,0.0000,1.0627,-0.1633,-0.5680,-0.0659,1.2148%,1.5580%,39.2034%,-1.8339%
14593,27OCT2016,252,-0.9603%,-0.0001,1.0481,-0.2526,-0.6273,-0.0922,1.1977%,1.5375%,39.3209%,-0.4517%
14593,28OCT2016,252,-0.6639%,-0.0002,1.0493,-0.2321,-0.6185,-0.0846,1.1962%,1.5366%,39.4037%,-0.3023%
14593,31OCT2016,252,-0.1583%,-0.0001,1.0456,-0.2359,-0.6296,-0.0922,1.1951%,1.5357%,39.4377%,-0.0456%
14593,01NOV2016,252,-1.8055%,-0.0002,1.0490,-0.2308,-0.6293,-0.0882,1.1969%,1.5373%,39.3807%,-1.0834%
14593,02NOV2016,252,0.0897%,-0.0002,1.0476,-0.2430,-0.6287,-0.0848,1.1967%,1.5356%,39.2630%,0.8751%
14593,03NOV2016,252,-1.0664%,-0.0002,1.0475,-0.2408,-0.6290,-0.0838,1.1966%,1.5367%,39.3643%,-0.0354%
14593,04NOV2016,252,-0.9014%,-0.0002,1.0500,-0.2530,-0.6258,-0.0829,1.1979%,1.5375%,39.2976%,-0.8942%
14593,07NOV2016,252,1.4425%,-0.0003,1.0388,-0.2624,-0.6293,-0.0898,1.1990%,1.5402%,39.4055%,-0.9453%
14593,08NOV2016,252,0.5887%,-0.0003,1.0416,-0.2612,-0.6291,-0.0891,1.1985%,1.5405%,39.4779%,0.0622%
14593,09NOV2016,252,-0.1621%,-0.0002,1.0473,-0.2662,-0.6190,-0.0689,1.1836%,1.5277%,39.9768%,-0.7204%
14593,10NOV2016,252,-2.7868%,-0.0002,1.0540,-0.3109,-0.6696,-0.0716,1.1885%,1.5374%,40.2335%,-1.8232%
14593,11NOV2016,252,0.5937%,-0.0002,1.0565,-0.2504,-0.6488,-0.0561,1.1894%,1.5377%,40.1716%,1.1618%
14593,14NOV2016,252,-2.5085%,-0.0002,1.0491,-0.2615,-0.6753,-0.0604,1.1905%,1.5348%,39.8338%,-1.7455%
14593,15NOV2016,252,1.3244%,-0.0002,1.0504,-0.2604,-0.6737,-0.0565,1.1908%,1.5336%,39.7116%,0.4906%
14593,16NOV2016,252,2.6888%,-0.0001,1.0516,-0.2460,-0.6905,-0.0459,1.2009%,1.5427%,39.4069%,2.5593%
14593,17NOV2016,252,-0.0364%,-0.0002,1.0376,-0.2383,-0.6829,-0.0452,1.1983%,1.5297%,38.6368%,-0.7038%
14593,18NOV2016,252,0.1000%,-0.0002,1.0368,-0.2235,-0.6719,-0.0405,1.1964%,1.5276%,38.6616%,0.6712%
14593,21NOV2016,252,1.5174%,-0.0002,1.0409,-0.2261,-0.6711,-0.0380,1.1973%,1.5304%,38.7913%,0.7216%
14593,22NOV2016,252,0.0627%,-0.0001,1.0403,-0.2080,-0.6710,-0.0326,1.1943%,1.5282%,38.9251%,0.2387%
14593,23NOV2016,252,-0.5098%,-0.0001,1.0430,-0.2189,-0.6734,-0.0285,1.1928%,1.5273%,39.0023%,-0.4608%
14593,25NOV2016,252,0.5035%,-0.0001,1.0421,-0.2055,-0.6776,-0.0264,1.1913%,1.5270%,39.1393%,-0.1223%
14593,28NOV2016,252,-0.1968%,-0.0001,1.0421,-0.2068,-0.6776,-0.0241,1.1913%,1.5270%,39.1393%,0.3931%
14593,29NOV2016,252,-0.0986%,-0.0001,1.0475,-0.2095,-0.6884,-0.0222,1.1882%,1.5268%,39.4347%,-0.3200%
14593,30NOV2016,252,-0.8434%,-0.0000,1.0588,-0.2272,-0.6600,-0.0140,1.1840%,1.5269%,39.8720%,0.8464%
14593,01DEC2016,252,-0.9320%,-0.0000,1.0564,-0.2280,-0.6457,-0.0121,1.1845%,1.5269%,39.8183%,0.6398%
14593,02DEC2016,252,0.3745%,-0.0000,1.0642,-0.2275,-0.6494,-0.0094,1.1833%,1.5260%,39.8681%,0.1751%
14593,05DEC2016,252,-0.7188%,-0.0001,1.0473,-0.2355,-0.6548,-0.0257,1.1840%,1.5121%,38.6835%,-1.0866%
14593,06DEC2016,252,0.7699%,-0.0001,1.0470,-0.2358,-0.6570,-0.0260,1.1843%,1.5124%,38.6776%,0.5447%
14593,07DEC2016,252,0.9823%,-0.0001,1.0456,-0.2338,-0.6583,-0.0262,1.1844%,1.5137%,38.7791%,-0.1485%
14593,08DEC2016,252,0.9817%,-0.0000,1.0355,-0.2193,-0.6467,-0.0330,1.1845%,1.5085%,38.3404%,1.2585%
14593,09DEC2016,252,1.6322%,0.0000,1.0375,-0.2291,-0.6491,-0.0380,1.1870%,1.5117%,38.3496%,1.2032%
14593,12DEC2016,252,-0.5704%,0.0000,1.0312,-0.2193,-0.6459,-0.0370,1.1870%,1.5033%,37.6566%,-0.5569%
14593,13DEC2016,252,1.6681%,0.0001,1.0423,-0.2451,-0.6540,-0.0321,1.1854%,1.5063%,38.0748%,0.7606%
14593,14DEC2016,252,0.0000%,0.0002,1.0567,-0.2424,-0.6301,-0.0188,1.1760%,1.5020%,38.7011%,0.5740%
14593,15DEC2016,252,0.5469%,0.0003,1.0688,-0.2474,-0.6422,-0.0176,1.1735%,1.5017%,38.9265%,0.3461%
14593,16DEC2016,252,0.1295%,0.0003,1.0623,-0.2399,-0.6438,-0.0165,1.1727%,1.4955%,38.5112%,0.1022%
14593,19DEC2016,252,0.5777%,0.0004,1.0477,-0.2254,-0.6488,-0.0228,1.1712%,1.4857%,37.8520%,0.4735%
14593,20DEC2016,252,0.2658%,0.0004,1.0469,-0.2204,-0.6443,-0.0204,1.1712%,1.4839%,37.7070%,0.3235%
14593,21DEC2016,252,0.0941%,0.0004,1.0495,-0.2262,-0.6421,-0.0229,1.1704%,1.4839%,37.7889%,0.4132%
14593,22DEC2016,252,-0.6578%,0.0004,1.0486,-0.2205,-0.6424,-0.0209,1.1706%,1.4825%,37.6559%,-0.3420%
14593,23DEC2016,252,0.1978%,0.0004,1.0483,-0.2197,-0.6404,-0.0198,1.1704%,1.4821%,37.6392%,-0.2061%
14593,27DEC2016,252,0.6351%,0.0005,1.0515,-0.2216,-0.6416,-0.0106,1.1684%,1.4807%,37.7367%,0.4948%
14593,28DEC2016,252,-0.4264%,0.0005,1.0454,-0.2226,-0.6403,-0.0139,1.1683%,1.4769%,37.4249%,0.4840%
14593,29DEC2016,252,-0.0257%,0.0005,1.0429,-0.2231,-0.6406,-0.0133,1.1675%,1.4744%,37.2991%,-0.1617%
14593,30DEC2016,252,-0.7796%,0.0005,1.0359,-0.2287,-0.6431,-0.0215,1.1660%,1.4701%,37.0858%,-0.1382%
14593,03JAN2017,252,0.2849%,0.0004,1.0601,-0.1880,-0.6314,0.0177,1.1609%,1.4701%,37.6492%,-0.5789%
14593,04JAN2017,252,-0.1119%,0.0005,1.0651,-0.2025,-0.6280,0.0273,1.1494%,1.4612%,38.1213%,-0.8610%
14593,05JAN2017,252,0.5085%,0.0005,1.0620,-0.1976,-0.6243,0.0340,1.1487%,1.4559%,37.7467%,0.0788%
14593,06JAN2017,252,1.1148%,0.0007,1.0365,-0.1983,-0.6231,0.0310,1.1437%,1.4317%,36.1864%,0.4933%
14593,09JAN2017,252,0.9159%,0.0006,1.0466,-0.1926,-0.6273,0.0352,1.1403%,1.4324%,36.6286%,0.6034%
14593,10JAN2017,252,0.1009%,0.0006,1.0390,-0.1819,-0.6383,0.0197,1.1354%,1.4291%,36.8882%,0.3520%
14593,11JAN2017,252,0.5373%,0.0006,1.0407,-0.1813,-0.6325,0.0234,1.1358%,1.4268%,36.6312%,0.5816%
14593,12JAN2017,252,-0.4175%,0.0005,1.0535,-0.1671,-0.6241,0.0348,1.1364%,1.4173%,35.7058%,-0.7546%
14593,13JAN2017,252,-0.1761%,0.0005,1.0508,-0.1706,-0.6229,0.0330,1.1368%,1.4112%,35.1115%,-0.4376%
14593,17JAN2017,252,0.8065%,0.0005,1.0420,-0.1815,-0.6342,0.0224,1.1376%,1.4031%,34.2651%,0.8102%
14593,18JAN2017,252,-0.0083%,0.0006,1.0452,-0.1930,-0.6351,0.0257,1.1369%,1.4026%,34.3020%,-0.0890%
14593,19JAN2017,252,-0.1750%,0.0005,1.0536,-0.2144,-0.6273,0.0258,1.1361%,1.4027%,34.4025%,0.0895%
14593,20JAN2017,252,0.1837%,0.0006,1.0505,-0.2375,-0.6404,0.0026,1.1339%,1.4022%,34.6053%,-0.0323%
14593,23JAN2017,252,0.0667%,0.0005,1.0002,-0.2273,-0.6271,-0.0116,1.1175%,1.3629%,32.7702%,0.1507%
14593,24JAN2017,252,-0.0916%,0.0005,0.9890,-0.2316,-0.6402,-0.0135,1.1159%,1.3569%,32.3589%,-0.2344%
14593,25JAN2017,252,1.5921%,0.0005,0.9979,-0.2282,-0.6313,-0.0063,1.1177%,1.3598%,32.4359%,1.0871%
14593,26JAN2017,252,0.0492%,0.0007,0.9466,-0.2504,-0.5347,-0.0223,1.0774%,1.2928%,30.5471%,0.2678%
14593,27JAN2017,252,0.0082%,0.0007,0.9428,-0.2458,-0.5440,-0.0266,1.0766%,1.2923%,30.6006%,-0.2427%
14593,30JAN2017,252,-0.2624%,0.0006,0.9204,-0.2404,-0.5441,-0.0262,1.0735%,1.2752%,29.1372%,-0.0716%
14593,31JAN2017,252,-0.2302%,0.0007,0.9243,-0.2527,-0.5630,-0.0267,1.0693%,1.2737%,29.5199%,-0.3480%
14593,01FEB2017,252,6.0981%,0.0010,0.9258,-0.2486,-0.5566,-0.0038,1.1337%,1.3214%,26.3865%,6.0742%
14593,02FEB2017,252,-0.1709%,0.0009,0.9291,-0.2200,-0.5490,0.0265,1.1293%,1.3164%,26.4060%,-0.3915%
14593,03FEB2017,252,0.4279%,0.0009,0.9326,-0.2154,-0.5473,0.0373,1.1283%,1.3158%,26.4761%,0.1645%
14593,06FEB2017,252,0.9374%,0.0009,0.9278,-0.2273,-0.5485,0.0311,1.1295%,1.3048%,25.0606%,0.9575%
14593,07FEB2017,252,0.9517%,0.0008,0.9664,-0.2613,-0.6010,0.0089,1.1156%,1.3046%,26.8693%,0.6185%
14593,08FEB2017,252,0.3877%,0.0008,0.9680,-0.2606,-0.5993,0.0135,1.1155%,1.3046%,26.8911%,-0.0839%
14593,09FEB2017,252,0.7195%,0.0009,0.9713,-0.2586,-0.6069,0.0191,1.1130%,1.3038%,27.1343%,0.2333%
14593,10FEB2017,252,-0.2266%,0.0009,0.9674,-0.2571,-0.6136,0.0186,1.1132%,1.3032%,27.0319%,-0.4029%
14593,13FEB2017,252,0.8856%,0.0009,0.9890,-0.2817,-0.6010,0.0158,1.1111%,1.3040%,27.3937%,0.5238%
14593,14FEB2017,252,1.2979%,0.0009,0.9825,-0.2845,-0.5860,0.0221,1.1113%,1.2951%,26.3636%,0.9917%
14593,15FEB2017,252,0.3629%,0.0009,0.9892,-0.2959,-0.5950,0.0123,1.1109%,1.2922%,26.0868%,-0.3593%
14593,16FEB2017,252,-0.1218%,0.0010,0.9810,-0.2918,-0.5899,0.0128,1.1076%,1.2858%,25.8056%,-0.0239%
