PERMNO,DATE,n,RET,vwretd,swbeta,swalpha,ivol,tvol,R2
10107,21NOV2018,252,1.38%,0.62%,1.22,0.00,1.23%,1.63%,43.24%
10107,23NOV2018,252,-0.04%,-0.56%,1.23,0.00,1.22%,1.63%,43.66%
10107,26NOV2018,252,3.30%,1.46%,1.23,0.00,1.23%,1.64%,43.78%
10107,27NOV2018,252,0.63%,0.05%,1.24,0.00,1.23%,1.64%,44.25%
10107,28NOV2018,252,3.71%,2.23%,1.25,0.00,1.23%,1.65%,45.01%
10107,29NOV2018,252,-0.84%,-0.18%,1.25,0.00,1.22%,1.65%,45.43%
10107,30NOV2018,252,0.64%,0.68%,1.25,0.00,1.22%,1.65%,45.47%
10107,03DEC2018,252,1.08%,1.14%,1.25,0.00,1.22%,1.65%,45.21%
10107,04DEC2018,252,-3.18%,-3.18%,1.23,0.00,1.21%,1.65%,45.60%
10107,06DEC2018,252,0.62%,-0.19%,1.21,0.00,1.23%,1.65%,44.52%
10107,07DEC2018,252,-4.00%,-2.11%,1.23,0.00,1.22%,1.67%,45.99%
10107,10DEC2018,252,2.64%,-0.03%,1.21,0.00,1.25%,1.67%,43.81%
10107,11DEC2018,252,0.93%,-0.07%,1.20,0.00,1.25%,1.67%,43.51%
10107,12DEC2018,252,0.45%,0.63%,1.20,0.00,1.26%,1.67%,43.28%
10107,13DEC2018,252,0.34%,-0.22%,1.20,0.00,1.26%,1.67%,43.09%
10107,14DEC2018,252,-3.12%,-1.71%,1.22,0.00,1.24%,1.68%,45.50%
10107,17DEC2018,252,-2.96%,-2.09%,1.23,0.00,1.23%,1.69%,47.43%
10107,18DEC2018,252,1.05%,-0.02%,1.21,0.00,1.24%,1.68%,45.94%
10107,19DEC2018,252,-0.27%,-1.48%,1.19,0.00,1.24%,1.68%,45.90%
10107,20DEC2018,252,-2.10%,-1.54%,1.20,0.00,1.22%,1.69%,48.01%
10107,21DEC2018,252,-3.23%,-2.06%,1.22,0.00,1.18%,1.70%,51.68%
10107,24DEC2018,252,-4.17%,-2.42%,1.22,0.00,1.22%,1.72%,50.19%
10107,26DEC2018,252,6.83%,4.69%,1.23,0.00,1.24%,1.77%,50.87%
10107,27DEC2018,252,0.62%,0.68%,1.23,0.00,1.24%,1.77%,50.88%
10107,28DEC2018,252,-0.78%,0.02%,1.22,0.00,1.25%,1.77%,50.33%
10107,31DEC2018,252,1.18%,0.83%,1.22,0.00,1.25%,1.78%,50.42%
10107,02JAN2019,252,-0.44%,0.18%,1.22,0.00,1.25%,1.78%,50.68%
10107,03JAN2019,252,-3.68%,-2.10%,1.22,0.00,1.28%,1.79%,48.65%
10107,04JAN2019,252,4.65%,3.34%,1.23,0.00,1.29%,1.81%,49.08%
10107,07JAN2019,252,0.13%,0.92%,1.20,0.00,1.31%,1.81%,47.96%
10107,08JAN2019,252,0.73%,1.03%,1.20,0.00,1.31%,1.81%,47.72%
10107,09JAN2019,252,1.43%,0.62%,1.20,0.00,1.31%,1.81%,48.23%
10107,10JAN2019,252,-0.64%,0.45%,1.20,0.00,1.31%,1.81%,47.87%
10107,11JAN2019,252,-0.77%,-0.02%,1.20,0.00,1.31%,1.81%,47.99%
10107,14JAN2019,252,-0.73%,-0.55%,1.20,0.00,1.31%,1.82%,48.00%
10107,15JAN2019,252,2.90%,0.98%,1.20,0.00,1.32%,1.82%,47.84%
10107,16JAN2019,252,0.35%,0.32%,1.20,0.00,1.31%,1.82%,48.38%
10107,17JAN2019,252,0.70%,0.71%,1.20,0.00,1.30%,1.81%,48.56%
10107,18JAN2019,252,1.50%,1.20%,1.20,0.00,1.30%,1.82%,48.57%
10107,22JAN2019,252,-1.88%,-1.42%,1.21,0.00,1.31%,1.82%,48.54%
10107,23JAN2019,252,0.97%,0.13%,1.20,0.00,1.31%,1.82%,47.90%
10107,24JAN2019,252,-0.48%,0.28%,1.19,0.00,1.32%,1.82%,47.55%
10107,25JAN2019,252,0.91%,0.96%,1.19,0.00,1.32%,1.82%,47.57%
10107,28JAN2019,252,-1.95%,-0.65%,1.19,0.00,1.33%,1.82%,47.09%
10107,29JAN2019,252,-2.04%,-0.09%,1.18,0.00,1.34%,1.83%,46.44%
10107,30JAN2019,252,3.34%,1.44%,1.20,0.00,1.33%,1.84%,47.37%
10107,31JAN2019,252,-1.83%,0.85%,1.17,0.00,1.36%,1.84%,45.23%
10107,01FEB2019,252,-1.58%,0.14%,1.17,0.00,1.36%,1.84%,45.21%
10107,04FEB2019,252,2.88%,0.67%,1.17,0.00,1.37%,1.84%,45.17%
10107,05FEB2019,252,1.40%,0.44%,1.17,0.00,1.38%,1.84%,43.24%
10107,06FEB2019,252,-1.11%,-0.25%,1.18,0.00,1.39%,1.82%,41.80%
10107,07FEB2019,252,-0.72%,-0.88%,1.19,0.00,1.34%,1.81%,44.79%
10107,08FEB2019,252,0.38%,0.07%,1.18,0.00,1.35%,1.80%,43.72%
10107,11FEB2019,252,-0.40%,0.13%,1.16,0.00,1.34%,1.77%,42.39%
10107,12FEB2019,252,1.56%,1.24%,1.17,0.00,1.31%,1.76%,44.29%
10107,13FEB2019,252,-0.07%,0.28%,1.18,0.00,1.31%,1.76%,44.02%
10107,14FEB2019,252,0.08%,-0.14%,1.17,0.00,1.32%,1.76%,43.56%
10107,15FEB2019,252,1.23%,1.08%,1.17,0.00,1.32%,1.75%,43.23%
10107,19FEB2019,252,-0.05%,0.23%,1.17,0.00,1.33%,1.75%,42.32%
10107,20FEB2019,252,-0.52%,0.21%,1.17,0.00,1.33%,1.75%,42.43%
10107,21FEB2019,252,2.11%,-0.35%,1.18,0.00,1.33%,1.75%,42.91%
10107,22FEB2019,252,1.43%,0.64%,1.17,0.00,1.33%,1.75%,42.66%
10107,25FEB2019,252,0.56%,0.14%,1.17,0.00,1.33%,1.75%,42.66%
10107,26FEB2019,252,0.69%,-0.15%,1.17,0.00,1.33%,1.75%,41.77%
10107,27FEB2019,252,-0.17%,0.05%,1.17,0.00,1.33%,1.75%,41.61%
10107,28FEB2019,252,-0.12%,-0.28%,1.17,0.00,1.33%,1.74%,41.46%
10107,01MAR2019,252,0.45%,0.61%,1.18,0.00,1.33%,1.74%,41.63%
10107,04MAR2019,252,-0.24%,-0.42%,1.18,0.00,1.33%,1.74%,41.50%
10107,05MAR2019,252,-0.50%,-0.13%,1.19,0.00,1.33%,1.74%,41.70%
10107,06MAR2019,252,0.04%,-0.78%,1.18,0.00,1.33%,1.74%,41.47%
10107,07MAR2019,252,-1.22%,-0.75%,1.19,0.00,1.33%,1.74%,42.12%
10107,08MAR2019,252,0.11%,-0.19%,1.19,0.00,1.33%,1.74%,42.03%
10107,11MAR2019,252,2.10%,1.43%,1.19,0.00,1.33%,1.75%,42.16%
10107,12MAR2019,252,0.70%,0.27%,1.19,0.00,1.33%,1.74%,42.02%
10107,13MAR2019,252,0.77%,0.64%,1.19,0.00,1.33%,1.74%,42.02%
10107,14MAR2019,252,0.08%,-0.10%,1.18,0.00,1.33%,1.74%,41.65%
10107,15MAR2019,252,1.15%,0.45%,1.18,0.00,1.33%,1.74%,41.65%
10107,18MAR2019,252,1.43%,0.45%,1.19,0.00,1.33%,1.74%,41.90%
10107,19MAR2019,252,0.07%,-0.07%,1.19,0.00,1.32%,1.74%,42.02%
10107,20MAR2019,252,-0.11%,-0.31%,1.19,0.00,1.32%,1.73%,41.88%
10107,21MAR2019,252,2.30%,1.03%,1.18,0.00,1.34%,1.74%,40.95%
10107,22MAR2019,252,-2.64%,-2.04%,1.18,0.00,1.35%,1.75%,40.58%
10107,25MAR2019,252,0.52%,-0.03%,1.17,0.00,1.36%,1.74%,38.70%
10107,26MAR2019,252,0.21%,0.77%,1.16,0.00,1.36%,1.73%,37.95%
10107,27MAR2019,252,-0.97%,-0.47%,1.19,-0.00,1.26%,1.67%,43.20%
10107,28MAR2019,252,0.14%,0.41%,1.19,0.00,1.21%,1.64%,45.11%
10107,29MAR2019,252,0.86%,0.60%,1.19,-0.00,1.21%,1.64%,45.44%
10107,01APR2019,252,0.92%,1.12%,1.19,-0.00,1.20%,1.64%,46.35%
10107,02APR2019,252,0.14%,-0.01%,1.19,-0.00,1.18%,1.62%,47.22%
10107,03APR2019,252,0.65%,0.25%,1.19,-0.00,1.18%,1.62%,47.41%
10107,04APR2019,252,-0.51%,0.19%,1.17,-0.00,1.19%,1.61%,45.43%
10107,05APR2019,252,0.44%,0.51%,1.17,-0.00,1.19%,1.61%,45.43%
10107,08APR2019,252,0.03%,0.10%,1.17,-0.00,1.19%,1.61%,45.34%
10107,09APR2019,252,-0.54%,-0.63%,1.17,-0.00,1.19%,1.61%,45.39%
10107,10APR2019,252,0.76%,0.48%,1.16,-0.00,1.19%,1.60%,44.97%
10107,11APR2019,252,0.12%,-0.01%,1.17,-0.00,1.18%,1.60%,45.70%
10107,12APR2019,252,0.52%,0.64%,1.17,-0.00,1.17%,1.60%,45.98%
10107,15APR2019,252,0.08%,-0.10%,1.17,-0.00,1.17%,1.60%,46.17%
10107,16APR2019,252,-0.23%,0.07%,1.17,-0.00,1.17%,1.59%,45.94%
10107,17APR2019,252,0.83%,-0.31%,1.16,-0.00,1.18%,1.59%,45.12%
10107,18APR2019,252,1.31%,0.11%,1.16,0.00,1.18%,1.59%,44.86%
10107,22APR2019,252,0.32%,0.06%,1.16,-0.00,1.18%,1.59%,44.94%
10107,23APR2019,252,1.36%,0.89%,1.16,-0.00,1.18%,1.59%,44.73%
10107,24APR2019,252,-0.34%,-0.21%,1.16,-0.00,1.18%,1.59%,45.00%
10107,25APR2019,252,3.31%,-0.15%,1.16,-0.00,1.19%,1.60%,44.04%
10107,26APR2019,252,0.57%,0.54%,1.16,-0.00,1.19%,1.60%,44.03%
10107,29APR2019,252,-0.09%,0.15%,1.15,-0.00,1.19%,1.59%,43.73%
10107,30APR2019,252,0.64%,0.04%,1.15,-0.00,1.19%,1.59%,43.64%
10107,01MAY2019,252,-2.08%,-0.76%,1.15,-0.00,1.19%,1.59%,43.96%
10107,02MAY2019,252,-1.31%,-0.17%,1.16,-0.00,1.18%,1.59%,44.59%
10107,03MAY2019,252,2.13%,1.09%,1.16,-0.00,1.18%,1.59%,44.39%
10107,06MAY2019,252,-0.58%,-0.38%,1.16,-0.00,1.18%,1.59%,44.42%
10107,07MAY2019,252,-2.05%,-1.61%,1.16,-0.00,1.18%,1.59%,44.95%
10107,08MAY2019,252,-0.01%,-0.16%,1.16,0.00,1.19%,1.59%,44.46%
10107,09MAY2019,252,-0.01%,-0.28%,1.16,0.00,1.18%,1.59%,44.68%
10107,10MAY2019,252,1.30%,0.41%,1.15,0.00,1.20%,1.59%,43.36%
10107,13MAY2019,252,-2.97%,-2.45%,1.15,0.00,1.21%,1.60%,43.22%
10107,14MAY2019,252,1.12%,0.90%,1.15,0.00,1.21%,1.60%,43.06%
10107,15MAY2019,252,1.40%,0.57%,1.16,0.00,1.20%,1.61%,43.81%
10107,16MAY2019,252,2.31%,0.85%,1.17,0.00,1.21%,1.61%,43.93%
10107,17MAY2019,252,-0.67%,-0.68%,1.17,0.00,1.21%,1.61%,43.97%
10107,20MAY2019,252,-1.44%,-0.65%,1.17,0.00,1.20%,1.61%,44.18%
10107,21MAY2019,252,0.54%,0.89%,1.17,0.00,1.21%,1.61%,44.12%
10107,22MAY2019,252,0.61%,-0.38%,1.16,0.00,1.21%,1.61%,43.95%
10107,23MAY2019,252,-1.17%,-1.27%,1.16,0.00,1.21%,1.61%,44.09%
10107,24MAY2019,252,0.05%,0.28%,1.17,0.00,1.20%,1.61%,44.40%
10107,28MAY2019,252,-0.06%,-0.75%,1.16,0.00,1.20%,1.61%,44.26%
10107,29MAY2019,252,-0.97%,-0.69%,1.17,0.00,1.20%,1.61%,44.55%
10107,30MAY2019,252,0.63%,0.14%,1.16,0.00,1.20%,1.61%,44.23%
10107,31MAY2019,252,-1.63%,-1.17%,1.16,0.00,1.20%,1.62%,44.57%
10107,03JUN2019,252,-3.10%,-0.21%,1.15,0.00,1.23%,1.63%,43.06%
10107,04JUN2019,252,2.77%,2.09%,1.15,0.00,1.22%,1.63%,43.75%
10107,05JUN2019,252,2.17%,0.65%,1.17,0.00,1.21%,1.64%,45.11%
10107,06JUN2019,252,1.58%,0.51%,1.17,0.00,1.21%,1.64%,45.68%
10107,07JUN2019,252,2.80%,0.97%,1.19,0.00,1.20%,1.65%,46.69%
10107,10JUN2019,252,0.91%,0.48%,1.20,0.00,1.19%,1.65%,47.62%
10107,11JUN2019,252,-0.38%,-0.06%,1.20,0.00,1.19%,1.65%,47.56%
10107,12JUN2019,252,-0.46%,-0.19%,1.20,0.00,1.19%,1.65%,47.70%
10107,13JUN2019,252,0.63%,0.49%,1.20,0.00,1.19%,1.65%,47.68%
10107,14JUN2019,252,0.10%,-0.27%,1.20,0.00,1.19%,1.65%,47.73%
10107,17JUN2019,252,0.30%,0.16%,1.20,0.00,1.19%,1.65%,47.82%
10107,18JUN2019,252,1.74%,1.00%,1.20,0.00,1.18%,1.65%,48.31%
10107,19JUN2019,252,0.39%,0.37%,1.20,0.00,1.18%,1.65%,48.59%
10107,20JUN2019,252,0.93%,0.88%,1.20,0.00,1.18%,1.65%,48.67%
10107,21JUN2019,252,0.01%,-0.25%,1.21,0.00,1.18%,1.65%,48.99%
10107,24JUN2019,252,0.59%,-0.29%,1.20,0.00,1.18%,1.64%,48.60%
10107,25JUN2019,252,-3.16%,-0.90%,1.20,0.00,1.19%,1.66%,48.55%
10107,26JUN2019,252,0.37%,-0.10%,1.20,0.00,1.19%,1.65%,48.37%
10107,27JUN2019,252,0.16%,0.59%,1.20,0.00,1.18%,1.65%,48.69%
10107,28JUN2019,252,-0.14%,0.67%,1.19,0.00,1.18%,1.65%,48.42%
10107,01JUL2019,252,1.28%,0.67%,1.20,0.00,1.18%,1.65%,48.92%
10107,02JUL2019,252,0.66%,0.20%,1.20,0.00,1.17%,1.65%,49.22%
10107,03JUL2019,252,0.64%,0.77%,1.20,0.00,1.17%,1.65%,49.36%
10107,05JUL2019,252,-0.29%,-0.11%,1.20,0.00,1.17%,1.65%,49.62%
10107,08JUL2019,252,-0.07%,-0.54%,1.20,0.00,1.17%,1.65%,49.54%
10107,09JUL2019,252,-0.37%,0.18%,1.20,0.00,1.18%,1.64%,48.91%
10107,10JUL2019,252,1.02%,0.41%,1.20,0.00,1.18%,1.64%,48.95%
10107,11JUL2019,252,0.40%,0.12%,1.20,0.00,1.17%,1.64%,49.03%
10107,12JUL2019,252,0.36%,0.47%,1.20,0.00,1.17%,1.64%,49.00%
10107,15JUL2019,252,0.00%,-0.02%,1.20,0.00,1.17%,1.64%,49.27%
10107,16JUL2019,252,-1.31%,-0.30%,1.20,0.00,1.17%,1.64%,49.35%
10107,17JUL2019,252,-0.59%,-0.56%,1.20,0.00,1.17%,1.64%,49.44%
10107,18JUL2019,252,0.11%,0.34%,1.20,0.00,1.17%,1.64%,49.43%
10107,19JUL2019,252,0.15%,-0.56%,1.20,0.00,1.16%,1.64%,49.60%
10107,22JUL2019,252,1.32%,0.23%,1.21,0.00,1.16%,1.64%,49.59%
10107,23JUL2019,252,0.62%,0.63%,1.21,0.00,1.16%,1.64%,50.08%
10107,24JUL2019,252,1.03%,0.60%,1.21,0.00,1.15%,1.64%,50.22%
10107,25JUL2019,252,-0.38%,-0.64%,1.21,0.00,1.15%,1.64%,50.39%
10107,26JUL2019,252,0.82%,0.73%,1.20,0.00,1.15%,1.63%,50.22%
10107,29JUL2019,252,-0.22%,-0.27%,1.20,0.00,1.15%,1.62%,50.25%
10107,30JUL2019,252,-0.48%,-0.13%,1.20,0.00,1.15%,1.62%,49.95%
10107,31JUL2019,252,-2.91%,-1.00%,1.21,0.00,1.14%,1.63%,50.91%
10107,01AUG2019,252,1.31%,-0.92%,1.18,0.00,1.16%,1.63%,49.03%
10107,02AUG2019,252,-0.84%,-0.78%,1.18,0.00,1.16%,1.63%,49.61%
10107,05AUG2019,252,-3.43%,-2.84%,1.18,0.00,1.16%,1.64%,50.20%
10107,06AUG2019,252,1.88%,1.19%,1.18,0.00,1.17%,1.65%,49.29%
10107,07AUG2019,252,0.44%,0.13%,1.18,0.00,1.17%,1.65%,49.67%
10107,08AUG2019,252,2.67%,1.85%,1.18,0.00,1.17%,1.65%,49.74%
10107,09AUG2019,252,-0.85%,-0.72%,1.18,0.00,1.17%,1.65%,49.69%
10107,12AUG2019,252,-1.39%,-1.20%,1.19,0.00,1.18%,1.66%,49.73%
10107,13AUG2019,252,2.07%,1.33%,1.18,0.00,1.20%,1.66%,48.25%
10107,14AUG2019,252,-3.00%,-2.78%,1.18,0.00,1.20%,1.67%,48.20%
10107,15AUG2019,252,-0.22%,0.18%,1.18,0.00,1.20%,1.67%,48.64%
10107,16AUG2019,252,1.83%,1.49%,1.18,0.00,1.19%,1.67%,49.52%
10107,19AUG2019,252,1.67%,1.07%,1.19,0.00,1.18%,1.67%,49.99%
10107,20AUG2019,252,-0.83%,-0.67%,1.19,0.00,1.19%,1.68%,49.91%
10107,21AUG2019,252,1.11%,0.79%,1.19,0.00,1.18%,1.68%,50.17%
10107,22AUG2019,252,-0.73%,-0.10%,1.20,0.00,1.17%,1.68%,50.89%
10107,23AUG2019,252,-3.19%,-2.43%,1.20,0.00,1.18%,1.69%,51.10%
10107,26AUG2019,252,1.54%,1.00%,1.20,0.00,1.19%,1.69%,50.36%
10107,27AUG2019,252,0.21%,-0.39%,1.20,0.00,1.19%,1.69%,50.43%
10107,28AUG2019,252,-0.13%,0.63%,1.20,0.00,1.19%,1.69%,49.93%
10107,29AUG2019,252,1.89%,1.26%,1.20,0.00,1.19%,1.69%,50.19%
10107,30AUG2019,252,-0.19%,0.06%,1.20,0.00,1.19%,1.69%,50.25%
10107,03SEP2019,252,-1.32%,-0.72%,1.20,0.00,1.20%,1.69%,49.98%
10107,04SEP2019,252,1.17%,1.07%,1.20,0.00,1.20%,1.69%,50.19%
10107,05SEP2019,252,1.76%,1.24%,1.20,0.00,1.19%,1.70%,50.65%
10107,06SEP2019,252,-0.68%,0.03%,1.18,0.00,1.19%,1.69%,49.99%
10107,09SEP2019,252,-1.14%,0.06%,1.18,0.00,1.19%,1.69%,49.95%
10107,10SEP2019,252,-1.05%,0.12%,1.18,0.00,1.20%,1.69%,49.46%
10107,11SEP2019,252,0.03%,0.81%,1.17,0.00,1.20%,1.69%,49.26%
10107,12SEP2019,252,1.03%,0.24%,1.17,0.00,1.20%,1.69%,49.36%
10107,13SEP2019,252,-0.15%,-0.04%,1.17,0.00,1.20%,1.69%,49.28%
10107,16SEP2019,252,-0.72%,-0.13%,1.17,0.00,1.20%,1.69%,49.16%
10107,17SEP2019,252,0.78%,0.22%,1.17,0.00,1.20%,1.69%,49.14%
10107,18SEP2019,252,0.82%,-0.07%,1.17,0.00,1.20%,1.68%,49.21%
10107,19SEP2019,252,1.84%,-0.01%,1.17,0.00,1.21%,1.69%,48.75%
10107,20SEP2019,252,-1.16%,-0.41%,1.18,0.00,1.20%,1.69%,49.57%
10107,23SEP2019,252,-0.22%,-0.01%,1.18,0.00,1.20%,1.68%,49.59%
10107,24SEP2019,252,-1.26%,-0.92%,1.18,0.00,1.20%,1.69%,49.53%
10107,25SEP2019,252,1.44%,0.57%,1.18,0.00,1.20%,1.69%,49.26%
10107,26SEP2019,252,0.13%,-0.31%,1.17,0.00,1.20%,1.69%,49.18%
10107,27SEP2019,252,-1.30%,-0.57%,1.18,0.00,1.20%,1.69%,49.20%
10107,30SEP2019,252,0.94%,0.45%,1.17,0.00,1.21%,1.69%,48.88%
10107,01OCT2019,252,-1.41%,-1.25%,1.17,0.00,1.21%,1.69%,49.34%
10107,02OCT2019,252,-1.77%,-1.61%,1.17,0.00,1.20%,1.70%,49.81%
10107,03OCT2019,252,1.21%,0.76%,1.17,0.00,1.20%,1.70%,49.83%
10107,04OCT2019,252,1.35%,1.27%,1.17,0.00,1.20%,1.70%,49.96%
10107,07OCT2019,252,-0.72%,-0.39%,1.17,0.00,1.20%,1.69%,49.63%
10107,08OCT2019,252,-1.06%,-1.51%,1.16,0.00,1.20%,1.70%,49.50%
10107,09OCT2019,252,1.89%,0.84%,1.16,0.00,1.21%,1.70%,48.97%
10107,10OCT2019,252,0.62%,0.56%,1.18,0.00,1.19%,1.70%,50.74%
10107,11OCT2019,252,0.42%,1.14%,1.13,0.00,1.22%,1.66%,46.18%
10107,14OCT2019,252,-0.09%,-0.16%,1.16,0.00,1.20%,1.66%,47.26%
10107,15OCT2019,252,1.45%,0.91%,1.17,-0.00,1.18%,1.65%,49.09%
10107,16OCT2019,252,-0.82%,-0.19%,1.19,-0.00,1.15%,1.64%,50.65%
10107,17OCT2019,252,-0.51%,0.37%,1.18,-0.00,1.15%,1.63%,50.41%
10107,18OCT2019,252,-1.63%,-0.37%,1.18,-0.00,1.16%,1.64%,49.93%
10107,21OCT2019,252,0.74%,0.67%,1.18,-0.00,1.16%,1.63%,49.42%
10107,22OCT2019,252,-1.49%,-0.33%,1.18,-0.00,1.16%,1.63%,49.23%
10107,23OCT2019,252,0.64%,0.24%,1.19,-0.00,1.16%,1.63%,49.77%
10107,24OCT2019,252,1.97%,0.24%,1.18,-0.00,1.17%,1.64%,48.65%
10107,25OCT2019,252,0.56%,0.41%,1.16,-0.00,1.15%,1.60%,48.23%
10107,28OCT2019,252,2.46%,0.52%,1.21,-0.00,1.03%,1.56%,56.58%
10107,29OCT2019,252,-0.94%,-0.06%,1.21,-0.00,1.03%,1.56%,56.34%
10107,30OCT2019,252,1.25%,0.28%,1.20,-0.00,1.03%,1.55%,56.05%
10107,31OCT2019,252,-0.86%,-0.35%,1.22,-0.00,1.02%,1.55%,56.56%
10107,01NOV2019,252,0.24%,1.02%,1.19,-0.00,1.05%,1.54%,53.61%
10107,04NOV2019,252,0.58%,0.38%,1.21,-0.00,1.04%,1.54%,54.98%
10107,05NOV2019,252,-0.06%,-0.11%,1.20,-0.00,1.04%,1.54%,54.71%
10107,06NOV2019,252,-0.28%,-0.03%,1.20,-0.00,1.04%,1.54%,54.67%
10107,07NOV2019,252,0.14%,0.28%,1.21,-0.00,1.04%,1.54%,54.81%
10107,08NOV2019,252,1.18%,0.26%,1.19,-0.00,1.04%,1.53%,53.84%
10107,11NOV2019,252,0.10%,-0.16%,1.19,-0.00,1.04%,1.53%,53.85%
10107,12NOV2019,252,0.66%,0.11%,1.18,-0.00,1.05%,1.52%,52.30%
10107,13NOV2019,252,0.16%,0.03%,1.17,-0.00,1.06%,1.51%,51.14%
10107,14NOV2019,252,0.51%,0.10%,1.18,-0.00,1.05%,1.51%,51.48%
10107,15NOV2019,252,1.29%,0.71%,1.18,-0.00,1.05%,1.51%,51.84%
10107,18NOV2019,252,0.25%,0.01%,1.18,-0.00,1.04%,1.50%,52.02%
10107,19NOV2019,252,0.03%,0.00%,1.18,-0.00,1.04%,1.50%,52.27%
10107,20NOV2019,252,-0.17%,-0.30%,1.15,-0.00,1.05%,1.49%,49.85%
10107,21NOV2019,252,-0.09%,-0.17%,1.14,-0.00,1.06%,1.47%,48.33%
10107,22NOV2019,252,0.07%,0.20%,1.15,-0.00,1.05%,1.47%,49.37%
10107,25NOV2019,252,1.10%,0.86%,1.14,-0.00,1.05%,1.47%,49.33%
10107,26NOV2019,252,0.53%,0.22%,1.14,-0.00,1.04%,1.46%,49.72%
10107,27NOV2019,252,0.19%,0.43%,1.13,-0.00,1.05%,1.46%,48.71%
10107,29NOV2019,252,-0.62%,-0.40%,1.12,-0.00,1.04%,1.44%,48.01%
10107,02DEC2019,252,-1.21%,-0.85%,1.13,-0.00,1.03%,1.45%,49.31%
10107,03DEC2019,252,-0.16%,-0.56%,1.13,-0.00,1.03%,1.45%,49.10%
10107,04DEC2019,252,0.36%,0.60%,1.13,-0.00,1.03%,1.44%,49.52%
10107,05DEC2019,252,0.05%,0.11%,1.13,-0.00,1.02%,1.43%,49.05%
10107,06DEC2019,252,1.21%,0.84%,1.16,-0.00,1.00%,1.43%,51.18%
10107,09DEC2019,252,-0.26%,-0.27%,1.13,-0.00,1.00%,1.40%,49.57%
10107,10DEC2019,252,-0.15%,-0.07%,1.17,-0.00,0.95%,1.40%,53.40%
10107,11DEC2019,252,0.38%,0.27%,1.17,-0.00,0.95%,1.40%,53.39%
10107,12DEC2019,252,1.02%,0.79%,1.17,-0.00,0.95%,1.40%,53.57%
10107,13DEC2019,252,0.84%,0.00%,1.18,-0.00,0.94%,1.40%,54.55%
10107,16DEC2019,252,0.65%,0.71%,1.15,-0.00,0.96%,1.38%,51.32%
10107,17DEC2019,252,-0.54%,0.05%,1.13,-0.00,0.98%,1.37%,48.66%
10107,18DEC2019,252,-0.21%,0.02%,1.15,-0.00,0.96%,1.37%,51.13%
10107,19DEC2019,252,0.87%,0.42%,1.18,-0.00,0.94%,1.37%,52.67%
10107,20DEC2019,252,1.09%,0.45%,1.17,-0.00,0.96%,1.36%,50.43%
10107,23DEC2019,252,0.00%,0.10%,1.13,-0.00,1.00%,1.34%,45.02%
10107,24DEC2019,252,-0.02%,0.04%,1.12,-0.00,0.96%,1.31%,46.40%
10107,26DEC2019,252,0.82%,0.46%,1.10,-0.00,0.92%,1.25%,45.46%
10107,27DEC2019,252,0.18%,-0.06%,1.11,-0.00,0.93%,1.25%,44.37%
10107,30DEC2019,252,-0.86%,-0.51%,1.12,-0.00,0.93%,1.25%,45.07%
10107,31DEC2019,252,0.07%,0.30%,1.11,-0.00,0.93%,1.25%,44.87%
10107,02JAN2020,252,1.85%,0.74%,1.11,-0.00,0.93%,1.25%,44.30%
10107,03JAN2020,252,-1.25%,-0.58%,1.12,-0.00,0.89%,1.23%,47.18%
10107,06JAN2020,252,0.26%,0.33%,1.11,-0.00,0.88%,1.20%,46.63%
10107,07JAN2020,252,-0.91%,-0.21%,1.15,-0.00,0.87%,1.20%,47.59%
10107,08JAN2020,252,1.59%,0.40%,1.16,-0.00,0.87%,1.20%,47.62%
10107,09JAN2020,252,1.25%,0.58%,1.15,-0.00,0.88%,1.20%,46.53%
10107,10JAN2020,252,-0.46%,-0.26%,1.16,-0.00,0.88%,1.20%,46.98%
10107,13JAN2020,252,1.20%,0.71%,1.16,-0.00,0.88%,1.20%,46.80%
10107,14JAN2020,252,-0.70%,-0.04%,1.15,-0.00,0.88%,1.20%,46.54%
10107,15JAN2020,252,0.65%,0.19%,1.15,-0.00,0.87%,1.19%,47.06%
10107,16JAN2020,252,1.83%,0.84%,1.16,-0.00,0.87%,1.20%,47.34%
10107,17JAN2020,252,0.56%,0.25%,1.16,-0.00,0.87%,1.20%,47.09%
10107,21JAN2020,252,-0.36%,-0.30%,1.16,-0.00,0.87%,1.19%,47.31%
10107,22JAN2020,252,-0.48%,0.04%,1.16,-0.00,0.86%,1.19%,47.57%
10107,23JAN2020,252,0.62%,0.10%,1.17,-0.00,0.85%,1.19%,48.08%
10107,24JAN2020,252,-1.01%,-0.88%,1.18,-0.00,0.85%,1.19%,49.13%
10107,27JAN2020,252,-1.67%,-1.49%,1.18,-0.00,0.85%,1.19%,49.63%
10107,28JAN2020,252,1.96%,0.96%,1.17,-0.00,0.85%,1.19%,48.73%
10107,29JAN2020,252,1.56%,-0.12%,1.19,-0.00,0.83%,1.18%,50.88%
10107,30JAN2020,252,2.82%,0.28%,1.13,-0.00,0.88%,1.18%,44.62%
10107,31JAN2020,252,-1.48%,-1.66%,1.18,-0.00,0.84%,1.18%,48.89%
10107,03FEB2020,252,2.44%,0.76%,1.21,-0.00,0.83%,1.18%,50.82%
10107,04FEB2020,252,3.29%,1.49%,1.23,-0.00,0.81%,1.18%,53.61%
10107,05FEB2020,252,-0.12%,0.93%,1.20,-0.00,0.82%,1.18%,51.99%
